| Economy | Kenya |
| --- | --- |
| Economy - overview: | Kenya has been hampered by corruption and by reliance upon several primary goods whose prices have remained low. Low infrastructure investment threatens Kenya's long-term position as the largest East African economy. In the key December 2002 elections, Daniel MOI's 24-year-old reign ended, and a new opposition government took on the formidable economic problems facing the nation. After some early progress in rooting out corruption and encouraging donor support, the KIBAKI government was rocked by high-level graft scandals in 2005 and 2006. In 2006, the World Bank and IMF delayed loans pending action by the government on corruption. The international financial institutions and donors have since resumed lending, despite little action on the government''s part to deal with corruption. Unemployment is very high. The country has experienced chronic budget deficits, inflationary pressures, and sharp currency depreciation - as a result of high food and fuel import prices. The discovery of oil in March 2012 provides an opportunity for Kenya to balance its growing trade deficit if the deposits are found to be commercially viable and Kenya is able to develop a port and pipeline to export its oil. |
| GDP (purchasing power parity): | $75 billion (2012 est.) |
| GDP (purchasing power parity): | $71.73 billion (2011 est.) |
| GDP (purchasing power parity): | $68.72 billion (2010 est.) |
| GDP (purchasing power parity): | note: data are in 2012 US dollars |
| GDP (official exchange rate): | $40.15 billion (2012 est.) |
| GDP - real growth rate: | 4.6% (2012 est.) |
| GDP - real growth rate: | 4.4% (2011 est.) |
| GDP - real growth rate: | 5.8% (2010 est.) |
| GDP - per capita (PPP): | $1,800 (2012 est.) |
| GDP - per capita (PPP): | $1,800 (2011 est.) |
| GDP - per capita (PPP): | $1,700 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| Gross national saving: | 9.5% of GDP (2012 est.) |
| Gross national saving: | 10.8% of GDP (2011 est.) |
| Gross national saving: | 12.4% of GDP (2010 est.) |
| GDP - composition, by end use: | household consumption: 79.8% |
| GDP - composition, by end use: | government consumption: 17.2% |
| GDP - composition, by end use: | investment in fixed capital: 20.4% |
| GDP - composition, by end use: | investment in inventories: -0.3% |
| GDP - composition, by end use: | exports of goods and services: 27.3% |
| GDP - composition, by end use: | imports of goods and services: -44.5% |
| GDP - composition, by end use: | (2012 est.) |
| GDP - composition, by sector of origin: | agriculture: 29.3% |
| GDP - composition, by sector of origin: | industry: 17.4% |
| GDP - composition, by sector of origin: | services: 53.6% (2012 est.) |
| Agriculture - products: | tea, coffee, corn, wheat, sugarcane, fruit, vegetables; dairy products, beef, pork, poultry, eggs |
| Industries: | small-scale consumer goods (plastic, furniture, batteries, textiles, clothing, soap, cigarettes, flour), agricultural products, horticulture, oil refining; aluminum, steel, lead; cement, commercial ship repair, tourism |
| Industrial production growth rate: | 4.5% (2012 est.) |
| Labor force: | 19.11 million (2012 est.) |
| Labor force - by occupation: | agriculture: 75% |
| Labor force - by occupation: | industry and services: 25% (2007 est.) |
| Unemployment rate: | 40% (2008 est.) |
| Unemployment rate: | 40% (2001 est.) |
| Population below poverty line: | 50% (2000 est.) |
| Household income or consumption by percentage share: | lowest 10%: 1.8% |
| Household income or consumption by percentage share: | highest 10%: 37.8% (2005) |
| Distribution of family income - Gini index: | 42.5 (2008 est.) |
| Distribution of family income - Gini index: | 44.9 (1997) |
| Budget: | revenues: $7.418 billion |
