| Economy | Iceland |
| --- | --- |
| Economy - overview: | Iceland's Scandinavian-type social-market economy combines a capitalist structure and free-market principles with an extensive welfare system. Prior to the 2008 crisis, Iceland had achieved high growth, low unemployment, and a remarkably even distribution of income. The economy depends heavily on the fishing industry, which provides 40% of export earnings, more than 12% of GDP, and employs nearly 5% of the work force. It remains sensitive to declining fish stocks as well as to fluctuations in world prices for its main exports: fish and fish products, aluminum, and ferrosilicon. Iceland's economy has been diversifying into manufacturing and service industries in the last decade, particularly within the fields of software production, biotechnology, and tourism. In fall 2013, the Icelandic government approved a joint application by Icelandic, Chinese and Norwegian energy firms to conduct oil exploration off Iceland’s northeast coast. Abundant geothermal and hydropower sources have attracted substantial foreign investment in the aluminum sector, boosted economic growth, and sparked some interest from high-tech firms looking to establish data centers using cheap green energy, although the financial crisis has put several investment projects on hold. Much of Iceland's economic growth in recent years came as the result of a boom in domestic demand following the rapid expansion of the country's financial sector. Domestic banks expanded aggressively in foreign markets, and consumers and businesses borrowed heavily in foreign currencies, following the privatization of the banking sector in the early 2000s. Worsening global financial conditions throughout 2008 resulted in a sharp depreciation of the krona vis-a-vis other major currencies. The foreign exposure of Icelandic banks, whose loans and other assets totaled more than 10 times the country's GDP, became unsustainable. Iceland's three largest banks collapsed in late 2008. The country secured over $10 billion in loans from the IMF and other countries to stabilize its currency and financial sector, and to back government guarantees for foreign deposits in Icelandic banks. GDP fell 6.8% in 2009, and unemployment peaked at 9.4% in February 2009. Since the collapse of Iceland's financial sector, government economic priorities have included: stabilizing the krona, implementing capital controls, reducing Iceland's high budget deficit, containing inflation, addressing high household debt, restructuring the financial sector, and diversifying the economy. Three new banks were established to take over the domestic assets of the collapsed banks. Two of them have foreign majority ownership, while the State holds a majority of the shares of the third. Iceland began making payments to the UK, the Netherlands, and other claimants in late 2011 following Iceland's Supreme Court ruling that upheld 2008 emergency legislation that gives priority to depositors for compensation from failed Icelandic banks. Iceland owes British and Dutch authorities approximately $5.5 billion for compensating British and Dutch citizens who lost deposits in Icesave when parent bank Landsbanki failed in 2008. Iceland began accession negotiations with the EU in July 2010, but decided in mid-2013 to suspend negotiations with the EU because of concern about losing control over fishing resources and worries over the ongoing Eurozone crisis. |
| GDP (purchasing power parity): | $13.11 billion (2013 est.) |
| GDP (purchasing power parity): | $12.87 billion (2012 est.) |
| GDP (purchasing power parity): | $12.66 billion (2011 est.) |
| GDP (purchasing power parity): | note: data are in 2013 US dollars |
| GDP (official exchange rate): | $14.59 billion (2013 est.) |
| GDP - real growth rate: | 1.9% (2013 est.) |
| GDP - real growth rate: | 1.6% (2012 est.) |
| GDP - real growth rate: | 2.9% (2011 est.) |
| GDP - per capita (PPP): | $40,700 (2013 est.) |
| GDP - per capita (PPP): | $40,300 (2012 est.) |
| GDP - per capita (PPP): | $39,800 (2011 est.) |
| GDP - per capita (PPP): | note: data are in 2013 US dollars |
| Gross national saving: | 15.4% of GDP (2013 est.) |
| Gross national saving: | 9.3% of GDP (2012 est.) |
| Gross national saving: | 8.1% of GDP (2011 est.) |
| GDP - composition, by end use: | household consumption: 53.3% |
| GDP - composition, by end use: | government consumption: 24.9% |
| GDP - composition, by end use: | investment in fixed capital: 13.8% |
| GDP - composition, by end use: | investment in inventories: 2% |
| GDP - composition, by end use: | exports of goods and services: 56.4% |
| GDP - composition, by end use: | imports of goods and services: -50.4% |
| GDP - composition, by end use: | (2013 est.) |
| GDP - composition, by sector of origin: | agriculture: 5.9% |
| GDP - composition, by sector of origin: | industry: 22.9% |
| GDP - composition, by sector of origin: | services: 71.2% (2013 est.) |
| Agriculture - products: | potatoes, green vegetables; mutton, chicken, pork, beef, dairy products; fish |
| Industries: | fish processing; aluminum smelting, ferrosilicon production; geothermal power, hydropower, tourism |
| Industrial production growth rate: | -1% (2013 est.) |
| Labor force: | 181,100 (2013 est.) |
| Labor force - by occupation: | agriculture: 4.8% |
| Labor force - by occupation: | industry: 22.2% |
| Labor force - by occupation: | services: 73% (2008) |
| Unemployment rate: | 4.5% (2013 est.) |
| Unemployment rate: | 5.8% (2012 est.) |
| Population below poverty line: | NA% |
| Population below poverty line: | note: 332,100 families (2011 est.) |
| Household income or consumption by percentage share: | lowest 10%: NA% |
| Household income or consumption by percentage share: | highest 10%: NA% |
| Distribution of family income - Gini index: | 28 (2006) |
| Distribution of family income - Gini index: | 25 (2005) |
| Budget: | revenues: $6.231 billion |
| Budget: | expenditures: $6.448 billion (2013 est.) |
| Taxes and other revenues: | 42.7% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -1.5% of GDP (2013 est.) |
| Public debt: | 130.5% of GDP (2013 est.) |
| Public debt: | 131.8% of GDP (2012 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 3.9% (2013 est.) |
| Inflation rate (consumer prices): | $NA (2012 est.) |
| Central bank discount rate: | 5.4% (31 January 2012 est.) |
| Central bank discount rate: | 5.75% (31 December 2010 est.) |
| Commercial bank prime lending rate: | 9.3% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 8.33% (31 December 2012 est.) |
| Stock of narrow money: | $3.876 billion (31 December 2013 est.) |
| Stock of narrow money: | $3.562 billion (31 December 2012 est.) |
| Stock of broad money: | $7.152 billion (31 December 2012 est.) |
| Stock of broad money: | $7.006 billion (31 December 2012 est.) |
| Stock of domestic credit: | $19.35 billion (31 December 2013 est.) |
| Stock of domestic credit: | $18.96 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $2.825 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $2.021 billion (31 December 2011) |
| Market value of publicly traded shares: | $1.996 billion (31 December 2010 est.) |
| Current account balance: | -$100 million (2013 est.) |
