| Economy | Finland |
| --- | --- |
| Economy - overview: | Finland has a highly industrialized, largely free-market economy with per capita output almost as high as that of Austria, Belgium, the Netherlands, or Sweden. Trade is important, with exports accounting for over one-third of GDP in recent years. Finland is historically competitive in manufacturing - principally the wood, metals, engineering, telecommunications, and electronics industries. Finland excels in export of technology for mobile phones as well as promotion of startups in the ICT, gaming, cleantech, and biotechnology sectors. Except for timber and several minerals, Finland depends on imports of raw materials, energy, and some components for manufactured goods. Because of the climate, agricultural development is limited to maintaining self-sufficiency in basic products. Forestry, an important export earner, provides a secondary occupation for the rural population. Finland had been one of the best performing economies within the EU in recent years and its banks and financial markets avoided the worst of global financial crisis. However, the world slowdown hit exports and domestic demand hard in 2009, with Finland experiencing one of the deepest contractions in the euro zone. A recovery of exports, domestic trade, and household consumption stimulated economic growth in 2010-11, however, continued recession within the EU dampened the economy in 2012-13. The recession affected general government finances and the debt ratio, turning previously strong budget surpluses into deficits, but Finland took action to ensure it that it met the EU deficit targets in 2013 and retained its triple-A credit rating. Finland's main challenge will be to stimulate growth while faced with weak export demand in the EU and its own government austerity measures. Longer-term, Finland must address a rapidly aging population and decreasing productivity in traditional industries that threaten competitiveness, fiscal sustainability, and economic growth. |
| GDP (purchasing power parity): | $195.5 billion (2013 est.) |
| GDP (purchasing power parity): | $196.8 billion (2012 est.) |
| GDP (purchasing power parity): | $198.4 billion (2011 est.) |
| GDP (purchasing power parity): | note: data are in 2013 US dollars |
| GDP (official exchange rate): | $259.6 billion (2013 est.) |
| GDP - real growth rate: | -0.6% (2013 est.) |
| GDP - real growth rate: | -0.8% (2012 est.) |
| GDP - real growth rate: | 2.7% (2011 est.) |
| GDP - per capita (PPP): | $35,900 (2013 est.) |
| GDP - per capita (PPP): | $36,300 (2012 est.) |
| GDP - per capita (PPP): | $36,700 (2011 est.) |
| GDP - per capita (PPP): | note: data are in 2013 US dollars |
| Gross national saving: | 17.9% of GDP (2013 est.) |
| Gross national saving: | 19.6% of GDP (2012 est.) |
| Gross national saving: | 21.2% of GDP (2011 est.) |
| GDP - composition, by end use: | household consumption: 56.3% |
| GDP - composition, by end use: | government consumption: 24.3% |
| GDP - composition, by end use: | investment in fixed capital: 18.3% |
| GDP - composition, by end use: | investment in inventories: 0.3% |
| GDP - composition, by end use: | exports of goods and services: 38% |
| GDP - composition, by end use: | imports of goods and services: -37.3% |
| GDP - composition, by end use: | (2013 est.) |
