| Economy | Libya |
| --- | --- |
| Economy - overview: | Libya's economy is structured primarily around the nation's energy sector, which generates about 95% of export earnings, 80% of GDP, and 99% of government income. Substantial revenue from the energy sector coupled with a small population give Libya one of the highest per capita GDPs in Africa, but Tripoli largely has not used its significant financial resources to develop national infrastructure or the economy, leaving many citizens poor. In the final five years of QADHAFI''s rule, Libya made some progress on economic reform as part of a broader campaign to reintegrate the country into the international fold. This effort picked up steam after UN sanctions were lifted in September 2003 and after Libya announced in December 2003 that it would abandon programs to build weapons of mass destruction. The process of lifting US unilateral sanctions began in the spring of 2004; all sanctions were removed by June 2006, helping Libya attract greater foreign direct investment, especially in the energy and banking sectors. Libyan oil and gas licensing rounds drew high international interest, but new rounds are unlikely to be successful until Libya establishes a more permanent government and is able to offer more attractive financial terms on contracts and increase security. Libya faces a long road ahead in liberalizing its primarily socialist economy, but the revolution has unleashed previously restrained entrepreneurial activity and increased the potential for the evolution of a more market-based economy. The service and construction sectors, which account for roughly 60% of GDP, expanded over the past five years and could become a larger share of GDP if Tripoli prioritizes capital spending on development projects once political and security uncertainty subside. Climatic conditions and poor soils severely limit agricultural output, and Libya imports about 80% of its food. Libya''s primary agricultural water source is the Great Manmade River Project. |
| GDP (purchasing power parity): | $76.52 billion (2012 est.) |
| GDP (purchasing power parity): | $37.42 billion (2011 est.) |
| GDP (purchasing power parity): | $98.68 billion (2010 est.) |
| GDP (purchasing power parity): | note: data are in 2012 US dollars |
| GDP (official exchange rate): | $80.81 billion (2012 est.) |
| GDP - real growth rate: | 104.5% (2012 est.) |
| GDP - real growth rate: | -62.1% (2011 est.) |
| GDP - real growth rate: | 5% (2010 est.) |
| GDP - per capita (PPP): | $11,900 (2012 est.) |
| GDP - per capita (PPP): | $5,900 (2011 est.) |
| GDP - per capita (PPP): | $15,500 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| Gross national saving: | 44.4% of GDP (2012 est.) |
| Gross national saving: | -3.5% of GDP (2011 est.) |
| Gross national saving: | 38.1% of GDP (2010 est.) |
| GDP - composition, by end use: | household consumption: 42.9% |
| GDP - composition, by end use: | government consumption: 14.2% |
| GDP - composition, by end use: | investment in fixed capital: 4.9% |
| GDP - composition, by end use: | investment in inventories: 0.4% |
| GDP - composition, by end use: | exports of goods and services: 60.5% |
