| Economy | DOMINICAN REPUBLIC |
| --- | --- |
| Economy - overview: | The Dominican Republic has long been viewed primarily as an exporter of sugar, coffee, and tobacco, but in recent years the service sector has overtaken agriculture as the economy's largest employer, due to growth in construction, tourism, and free trade zones. The mining sector has also played a greater role in the export market since late 2012 with the commencement of the extraction phase of the Pueblo Viejo Gold and Silver mine. The country suffers from marked income inequality; the poorest half of the population receives less than one-fifth of GDP, while the richest 10% enjoys nearly 40% of GDP. High unemployment, a large informal sector, and underemployment remain important long-term challenges. |
| Economy - overview: | The economy is highly dependent upon the US, the destination for approximately half of exports. Remittances from the US amount to about 7% of GDP, equivalent to about a third of exports and two-thirds of tourism receipts. The Central America-Dominican Republic Free Trade Agreement (CAFTA-DR) came into force in March 2007, boosting investment and exports and reducing losses to the Asian garment industry. |
| Economy - overview: | The Dominican Republic's economy rebounded from the global recession in 2010-15, and the fiscal situation is improving. A tax reform package passed in November 2012, a reduction in government spending, and lower energy costs helped to narrow the central government budget deficit from 6.6% of GDP in 2012 to 2.6% in 2015. A liability management operation in January 2015, in which the government paid down over $4 billion of the country’s Petrocaribe debt at a discount of 52% with proceeds from the sale of $2.5 billion in global bonds, reduced the country’s debt load by approximately by 4% of GDP. Analysts project 6% GDP growth in 2016 and inflation within the Central Bank’s target of 4.0% ± 1.0%, due to low oil prices, increased remittances, and continued expansion in the services sector based on growth in construction. |
| GDP (purchasing power parity): | $149.7 billion (2015 est.) |
| GDP (purchasing power parity): | $139.9 billion (2014 est.) |
| GDP (purchasing power parity): | $130.3 billion (2013 est.) |
| GDP (purchasing power parity): | note: data are in 2015 US dollars |
| GDP (official exchange rate): | $67.49 billion (2015 est.) |
| GDP - real growth rate: | 7% (2015 est.) |
| GDP - real growth rate: | 7.3% (2014 est.) |
| GDP - real growth rate: | 4.8% (2013 est.) |
| GDP - per capita (PPP): | $15,000 (2015 est.) |
| GDP - per capita (PPP): | $14,200 (2014 est.) |
| GDP - per capita (PPP): | $13,300 (2013 est.) |
| GDP - per capita (PPP): | note: data are in 2015 US dollars |
| GDP - composition, by end use: | household consumption: 70.2% |
| GDP - composition, by end use: | government consumption: 10.9% |
| GDP - composition, by end use: | investment in fixed capital: 23.6% |
| GDP - composition, by end use: | investment in inventories: -0.1% |
| GDP - composition, by end use: | exports of goods and services: 24.7% |
| GDP - composition, by end use: | imports of goods and services: -29.3% (2015 est.) |
| GDP - composition, by sector of origin: | agriculture: 5.3% |
| GDP - composition, by sector of origin: | industry: 33.2% |
| GDP - composition, by sector of origin: | services: 61.5% (2015 est.) |
| Agriculture - products: | cocoa, tobacco, sugarcane, coffee, cotton, rice, beans, potatoes, corn, bananas; cattle, pigs, dairy products, beef, eggs |
| Industries: | tourism, sugar processing, gold mining, textiles, cement, tobacco, electrical components, medical devices |
| Industrial production growth rate: | 8.5% (2015 est.) |
| Labor force: | 5.012 million (2015 est.) |
| Labor force - by occupation: | agriculture: 14.4% |
| Labor force - by occupation: | industry: 20.8% |
| Labor force - by occupation: | services: 64.7% (2014) |
| Unemployment rate: | 14% (2015 est.) |
| Unemployment rate: | 14.5% (2014 est.) |
| Population below poverty line: | 41.1% (2013 est.) |
| Household income or consumption by percentage share: | lowest 10%: 1.9% |
| Household income or consumption by percentage share: | highest 10%: 37.4% (2013 est.) |
| Distribution of family income - Gini index: | 47.1 (2013 est.) |
| Distribution of family income - Gini index: | 45.7 (2012 est.) |
| Budget: | revenues: $11.94 billion |
| Budget: | expenditures: $11.5 billion (2015 est.) |
| Taxes and other revenues: | 17.7% of GDP (2015 est.) |
| Budget surplus (+) or deficit (-): | 0.7% of GDP (2015 est.) |
| Public debt: | 44.6% of GDP (2015 est.) |
| Public debt: | 44.5% of GDP (2014 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 0.8% (2015 est.) |
| Inflation rate (consumer prices): | 3% (2014 est.) |
| Commercial bank prime lending rate: | 14.88% (31 December 2015 est.) |
