| Economy | Philippines |
| --- | --- |
| Economy - overview: | The economy has been relatively resilient to global economic shocks due to less exposure to troubled international securities, lower dependence on exports, relatively resilient domestic consumption, large remittances from about 10 million overseas Filipino workers and migrants, and a rapidly expanding services industry. During 2017, the current account balance fell into the negative range, the first time since the 2008 global financial crisis, in part due to an ambitious new infrastructure spending program announced this year. However, international reserves remain at comfortable levels and the banking system is stable. |
| Economy - overview: | Efforts to improve tax administration and expenditures management have helped ease the Philippines' debt burden and tight fiscal situation. The Philippines received investment-grade credit ratings on its sovereign debt under the former AQUINO administration and has had little difficulty financing its budget deficits. However, weak absorptive capacity and implementation bottlenecks have prevented the government from maximizing its expenditure plans. Although it has improved, the low tax-to-GDP ratio remains a constraint to supporting increasingly higher spending levels and sustaining high and inclusive growth over the longer term. |
| Economy - overview: | Economic growth has accelerated, averaging over 6% per year from 2011 to 2017, compared with 4.5% under the MACAPAGAL-ARROYO government; and competitiveness rankings have improved. Although 2017 saw a new record year for net foreign direct investment inflows, FDI to the Philippines has continued to lag regional peers, in part because the Philippine constitution and other laws limit foreign investment and restrict foreign ownership in important activities/sectors - such as land ownership and public utilities. |
| Economy - overview: | Although the economy grew at a rapid pace under the AQUINO government, challenges to achieving more inclusive growth remain. Wealth is concentrated in the hands of the rich. The unemployment rate declined from 7.3% to 5.7% between 2010 and 2017; while there has been some improvement, underemployment remains high at around 17% to 18% of the employed population. At least 40% of the employed work in the informal sector. Poverty afflicts more than a fifth of the total population but is as high as 75% in some areas of the southern Philippines. More than 60% of the poor reside in rural areas, where the incidence of poverty (about 30%) is more severe - a challenge to raising rural farm and non-farm incomes. Continued efforts are needed to improve governance, the judicial system, the regulatory environment, the infrastructure, and the overall ease of doing business. |
| Economy - overview: | 2016 saw the election of President Rodrigo DUTERTE, who has pledged to make inclusive growth and poverty reduction his top priority. DUTERTE believes that illegal drug use, crime and corruption are key barriers to economic development. The administration wants to reduce the poverty rate to 17% and graduate the economy to upper-middle income status by the end of President DUTERTEâ€™s term in 2022. Key themes under the governmentâ€™s Ten-Point Socioeconomic Agenda include continuity of macroeconomic policy, tax reform, higher investments in infrastructure and human capital development, and improving competitiveness and the overall ease of doing business. The administration sees infrastructure shortcomings as a key barrier to sustained economic growth and has pledged to spend $165 billion on infrastructure by 2022. Although the final outcome has yet to be seen, the current administration is shepherding legislation for a comprehensive tax reform program to raise revenues for its ambitious infrastructure spending plan and to promote a more equitable and efficient tax system. However, the need to finance rehabilitation and reconstruction efforts in the southern region of Mindanao following the 2017 Marawi City siege may compete with other spending on infrastructure. |
| GDP (purchasing power parity): | $877.2 billion (2017 est.) |
| GDP (purchasing power parity): | $822.2 billion (2016 est.) |
| GDP (purchasing power parity): | $769.3 billion (2015 est.) |
| GDP (purchasing power parity): | note: data are in 2017 dollars |
| GDP (official exchange rate): | $313.6 billion (2017 est.) |
| GDP - real growth rate: | 6.7% (2017 est.) |
| GDP - real growth rate: | 6.9% (2016 est.) |
| GDP - real growth rate: | 6.1% (2015 est.) |
| GDP - per capita (PPP): | $8,400 (2017 est.) |
| GDP - per capita (PPP): | $8,000 (2016 est.) |
| GDP - per capita (PPP): | $7,600 (2015 est.) |
| GDP - per capita (PPP): | note: data are in 2017 dollars |
| Gross national saving: | 24.3% of GDP (2017 est.) |
| Gross national saving: | 24% of GDP (2016 est.) |
| Gross national saving: | 23.7% of GDP (2015 est.) |
| GDP - composition, by end use: | household consumption: 73.5% (2017 est.) |
| GDP - composition, by end use: | government consumption: 11.3% (2017 est.) |
| GDP - composition, by end use: | investment in fixed capital: 25.1% (2017 est.) |
| GDP - composition, by end use: | investment in inventories: 0.1% (2017 est.) |
| GDP - composition, by end use: | exports of goods and services: 31% (2017 est.) |
| GDP - composition, by end use: | imports of goods and services: -40.9% (2017 est.) |
| GDP - composition, by sector of origin: | agriculture: 9.6% (2017 est.) |
| GDP - composition, by sector of origin: | industry: 30.6% (2017 est.) |
| GDP - composition, by sector of origin: | services: 59.8% (2017 est.) |
