| Economy | Serbia |
| --- | --- |
| Economy - overview: | Serbia has a transitional economy largely dominated by market forces, but the state sector remains significant in certain areas and many institutional reforms are needed. The economy relies on manufacturing and exports, driven largely by foreign investment. MILOSEVIC-era mismanagement of the economy, an extended period of international economic sanctions, civil war, and the damage to Yugoslavia's infrastructure and industry during the NATO airstrikes in 1999 left the economy only half the size it was in 1990. After the ousting of former Federal Yugoslav President MILOSEVIC in September 2000, the Democratic Opposition of Serbia (DOS) coalition government implemented stabilization measures and embarked on a market reform program. After renewing its membership in the IMF in December 2000, Serbia continued to reintegrate into the international community by rejoining the World Bank (IBRD) and the European Bank for Reconstruction and Development (EBRD). Serbia has made progress in trade liberalization and enterprise restructuring and privatization, but many large enterprises - including the power utilities, telecommunications company, natural gas company, and others - remain in state hands. Serbia has made some progress towards EU membership, signing a Stabilization and Association Agreement with Brussels in May 2008, and with full implementation of the Interim Trade Agreement with the EU in February 2010, gained candidate status in March 2012. In January 2014, Serbia's EU accession talks officially opened. Serbia's negotiations with the World Trade Organization are advanced, with the country's complete ban on the trade and cultivation of agricultural biotechnology products representing the primary remaining obstacle to accession. Serbia's program with the IMF was frozen in early 2012 because the 2012 budget approved by parliament deviated from the program parameters; the arrangement is now void. However, an IMF mission visited Serbia in February 2014 to initiate discussions with Serbian authorities on a possible new IMF arrangement and these talks will continue following the formation of the new government. High unemployment and stagnant household incomes are ongoing political and economic problems. Structural economic reforms needed to ensure the country's long-term prosperity have largely stalled since the onset of the global financial crisis. Growing budget deficits constrain the use of stimulus efforts to revive the economy and contribute to growing concern of a public debt crisis, given that Serbia's total public debt as a share of GDP doubled between 2008 and 2013. Serbia's concerns about inflation and exchange-rate stability may preclude the use of expansionary monetary policy. During the recent election campaign, the victorious SNS party promised comprehensive economic reform during the first half of 2014 to address issues with the fiscal deficit, state-owned enterprises, the labor market, construction permits, bankruptcy and privatization, and other areas. Major challenges ahead include: high unemployment rates and the need for job creation; high government expenditures for salaries, pensions, healthcare, and unemployment benefits; a growing need for new government borrowing; rising public and private foreign debt; attracting new foreign direct investment; and getting the IMF program back on track. Other serious longer-term challenges include an inefficient judicial system, high levels of corruption, and an aging population. Factors favorable to Serbia's economic growth include its strategic location, a relatively inexpensive and skilled labor force, and free trade agreements with the EU, Russia, Turkey, and countries that are members of the Central European Free Trade Agreement (CEFTA). |
| GDP (purchasing power parity): | $80.47 billion (2013 est.) |
| GDP (purchasing power parity): | $78.89 billion (2012 est.) |
| GDP (purchasing power parity): | $80.3 billion (2011 est.) |
| GDP (purchasing power parity): | note: data are in 2013 US dollars |
| GDP (official exchange rate): | $43.68 billion (2013 est.) |
| GDP - real growth rate: | 2% (2013 est.) |
| GDP - real growth rate: | -1.7% (2012 est.) |
| GDP - real growth rate: | 1.6% (2011 est.) |
| GDP - per capita (PPP): | $11,100 (2013 est.) |
| GDP - per capita (PPP): | $10,900 (2012 est.) |
| GDP - per capita (PPP): | $11,100 (2011 est.) |
| GDP - per capita (PPP): | note: data are in 2013 US dollars |
| Gross national saving: | 26.7% of GDP (2013 est.) |
| Gross national saving: | 28.3% of GDP (2012 est.) |
| Gross national saving: | 22.6% of GDP (2011 est.) |
| GDP - composition, by end use: | household consumption: 75.8% |
| GDP - composition, by end use: | government consumption: 19.2% |
| GDP - composition, by end use: | investment in fixed capital: 16.3% |
| GDP - composition, by end use: | investment in inventories: 5.4% |
| GDP - composition, by end use: | exports of goods and services: 42.7% |
| GDP - composition, by end use: | imports of goods and services: -59.4% |
