| Economy | CAMEROON |
| --- | --- |
| Economy - overview: | Modest oil resources and favorable agricultural conditions provide Cameroon with one of the best-endowed primary commodity economies in sub-Saharan Africa. Cameroon&rsquo;s economy suffers from political and economic factors that often impact underdeveloped countries, such as stagnant per capita income, a relatively inequitable distribution of income, a top-heavy civil service, endemic corruption, the continuing inefficiencies of a large parastatal system in key sectors, and a generally unfavorable climate for business enterprise. Since 1990, the government has embarked on various IMF and World Bank programs designed to spur business investment, increase efficiency in agriculture, improve trade, and recapitalize the nation's banks. The IMF continues to press for economic reforms, including increased budget transparency, privatization, and poverty reduction programs.  The Government of Cameroon provides subsidies for electricity, food, and fuel that have strained the federal budget diverting funds from education, healthcare, and infrastructure projects. Cameroon devotes significant resources to several large infrastructure projects under construction, including a deep sea port in Kribi and the Lom Pangar Hydropower Project. Cameroon&rsquo;s energy sector continues to diversify, recently opening a natural gas powered electricity generating plant. Oil remains Cameroon&rsquo;s main export commodity accounting for nearly 40% of export earnings despite falling global oil prices. Cameroon continues to seek foreign investment to improve its inadequate infrastructure, create jobs and improve its economic footprint but its unfavorable business environment remains a significant deterrent to foreign investment. |
| GDP (purchasing power parity): | $67.2 billion (2014 est.) |
| GDP (purchasing power parity): | $63.92 billion (2013 est.) |
| GDP (purchasing power parity): | $60.54 billion (2012 est.) |
| GDP (purchasing power parity): | note: data are in 2014 US dollars |
| GDP (official exchange rate): | $31.67 billion (2014 est.) |
| GDP - real growth rate: | 5.1% (2014 est.) |
| GDP - real growth rate: | 5.6% (2013 est.) |
| GDP - real growth rate: | 4.6% (2012 est.) |
| GDP - per capita (PPP): | $3,000 (2014 est.) |
| GDP - per capita (PPP): | $2,800 (2013 est.) |
| GDP - per capita (PPP): | $2,700 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
| Gross national saving: | 17.9% of GDP (2014 est.) |
| Gross national saving: | 17.8% of GDP (2013 est.) |
| Gross national saving: | 17.1% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 68.9% |
| GDP - composition, by end use: | government consumption: 14% |
| GDP - composition, by end use: | investment in fixed capital: 21% |
| GDP - composition, by end use: | investment in inventories: 0% |
| GDP - composition, by end use: | exports of goods and services: 28.6% |
| GDP - composition, by end use: | imports of goods and services: -32.5% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 19.9% |
| GDP - composition, by sector of origin: | industry: 27.6% |
