| Economy | TAIWAN |
| --- | --- |
| Economy - overview: | Taiwan has a dynamic capitalist economy with gradually decreasing government guidance on investment and foreign trade. Exports, led by electronics, machinery, and petrochemicals have provided the primary impetus for economic development. This heavy dependence on exports exposes the economy to fluctuations in world demand. Taiwan's diplomatic isolation, low birth rate, and rapidly aging population are other major long-term challenges. |
| Economy - overview: | Free trade agreements have proliferated in East Asia over the past several years. Following the landmark Economic Cooperation Framework Agreement (ECFA) signed with China in June 2010, Taiwan in July 2013 signed a free trade deal with New Zealand - Taipei’s first-ever with a country with which it does not maintain diplomatic relations - and, in November, inked a trade pact with Singapore. However, follow-on components of the ECFA, including a signed agreement on trade in services and negotiations on trade in goods and dispute resolution, have stalled. In early 2014, the government bowed to public demand and proposed a new law governing the oversight of cross-Strait agreements, before any additional deals with China are implemented; the legislature has yet to vote on such legislation, leaving the future of ECFA up in the air as of the conclusion of President MA's second and final term in May 2016. MA portrayed ECFA as Taiwan’s key to greater participation in East Asia’s free trade networks, and has also expressed interest in Taiwan joining the Trans-Pacific Partnership. |
| Economy - overview: | Taiwan's total fertility rate of just over one child per woman is among the lowest in the world, raising the prospect of future labor shortages, falling domestic demand, and declining tax revenues. Taiwan's population is aging quickly, with the number of people over 65 expected to account for nearly 20% of the island's total population by 2025. |
| Economy - overview: | The island runs a trade surplus, largely because of its surplus with China, and its foreign reserves are the world's fifth largest, behind those of China, Japan, Saudi Arabia, and Switzerland. In 2006 China overtook the US to become Taiwan's second-largest source of imports after Japan. China is also the island's number one destination for foreign direct investment. Taiwan since 2009 has gradually loosened rules governing Chinese investment on the island and has also secured greater market access for its investors in the mainland. In August 2012, the Taiwan Central Bank signed a memorandum of understanding (MOU) on cross-Strait currency settlement with its Chinese counterpart. The MOU allows for the direct settlement of Chinese Renminbi (RMB) and the New Taiwan Dollar across the Strait, which has helped Taiwan develop into a local RMB hub. |
| Economy - overview: | Closer economic links with the mainland bring opportunities for Taiwan’s economy but also pose challenges as political differences remain unresolved and China’s economic growth is slowing. Domestic economic issues loomed large in public debate ahead of the 16 January 2016 presidential and legislative elections, including concerns about stagnant wages, high housing prices, youth unemployment, job security, and financial security in retirement. |
| GDP (purchasing power parity): | $1.099 trillion (2015 est.) |
| GDP (purchasing power parity): | $1.091 trillion (2014 est.) |
| GDP (purchasing power parity): | $1.05 trillion (2013 est.) |
| GDP (purchasing power parity): | note: data are in 2015 US dollars |
| GDP (official exchange rate): | $523.6 billion (2015 est.) |
| GDP - real growth rate: | 0.7% (2015 est.) |
| GDP - real growth rate: | 3.9% (2014 est.) |
| GDP - real growth rate: | 2.2% (2013 est.) |
| GDP - per capita (PPP): | $46,800 (2015 est.) |
| GDP - per capita (PPP): | $46,600 (2014 est.) |
| GDP - per capita (PPP): | $44,900 (2013 est.) |
| GDP - per capita (PPP): | note: data are in 2015 US dollars |
| Gross national saving: | 35.2% of GDP (2015 est.) |
| Gross national saving: | 33.6% of GDP (2014 est.) |
| Gross national saving: | 32.1% of GDP (2013 est.) |
| GDP - composition, by end use: | household consumption: 52.3% |
| GDP - composition, by end use: | government consumption: 13.9% |
| GDP - composition, by end use: | investment in fixed capital: 20.7% |
| GDP - composition, by end use: | investment in inventories: 0.1% |
| GDP - composition, by end use: | exports of goods and services: 64.6% |
| GDP - composition, by end use: | imports of goods and services: -51.6% (2015 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.8% |
| GDP - composition, by sector of origin: | industry: 36.5% |
| GDP - composition, by sector of origin: | services: 61.7% (2015 est.) |
| Agriculture - products: | rice, vegetables, fruit, tea, flowers; pigs, poultry; fish |
| Industries: | electronics, communications and information technology products, petroleum refining, chemicals, textiles, iron and steel, machinery, cement, food processing, vehicles, consumer products, pharmaceuticals |
| Industrial production growth rate: | -0.7% (2015 est.) |
| Labor force: | 11.64 million (2015 est.) |
| Labor force - by occupation: | agriculture: 5% |
| Labor force - by occupation: | industry: 36% |
| Labor force - by occupation: | services: 59% (2015 est.) |
| Unemployment rate: | 3.8% (2015 est.) |
| Unemployment rate: | 4% (2014 est.) |
| Population below poverty line: | 1.5% (2012 est.) |
| Household income or consumption by percentage share: | lowest 10%: 6.4% |
| Household income or consumption by percentage share: | highest 10%: 40.3% (2010) |
| Distribution of family income - Gini index: | 33.6 (2014) |
| Distribution of family income - Gini index: | 32.6 (2000) |
| Budget: | revenues: $83.43 billion |
| Budget: | expenditures: $82.89 billion (2015 est.) |
| Taxes and other revenues: | 15.9% of GDP (2015 est.) |
| Budget surplus (+) or deficit (-): | 0.1% of GDP (2015 est.) |
| Public debt: | 32.7% of GDP (2015 est.) |
| Public debt: | 32.8% of GDP (2014 est.) |
| Public debt: | note: data for central government |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | -0.3% (2015 est.) |
| Inflation rate (consumer prices): | 1.2% (2014 est.) |
| Central bank discount rate: | 1.63% (31 December 2015) |
| Central bank discount rate: | 1.88% (31 December 2014) |
| Commercial bank prime lending rate: | 2.83% (31 December 2015 est.) |
| Commercial bank prime lending rate: | 2.88% (31 December 2014 est.) |
| Stock of narrow money: | $462.5 billion (31 December 2015 est.) |
| Stock of narrow money: | $451.2 billion (31 December 2014 est.) |
| Stock of broad money: | $1.249 trillion (31 December 2014 est.) |
| Stock of broad money: | $1.186 trillion (31 December 2013 est.) |
| Stock of domestic credit: | $734 billion (31 December 2015 est.) |
| Stock of domestic credit: | $740 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $741.1 billion (31 December 2015) |
| Market value of publicly traded shares: | $847.8 billion (31 December 2014) |
| Market value of publicly traded shares: | $818.7 billion (31 December 2013) |
| Current account balance: | $76.17 billion (2015 est.) |
| Current account balance: | $65.42 billion (2014 est.) |
| Exports: | $335.5 billion (2015 est.) |
| Exports: | $379.7 billion (2014 est.) |
| Exports - commodities: | semiconductors, petrochemicals, automobile/auto parts, ships, wireless communication equipment, flat display displays, steel, electronics, plastics, computers |
| Exports - partners: | China 27.1%, Hong Kong 13.2%, US 10.3%, Japan 6.4%, Singapore 4.4% (2012 est.) |
| Imports: | $262.9 billion (2015 est.) |
