| Economy | CONGO, DEMOCRATIC REPUBLIC OF THE |
| --- | --- |
| Economy - overview: | The economy of the Democratic Republic of the Congo - a nation endowed with vast natural resource wealth - is slowly recovering after decades of decline. Systemic corruption since independence in 1960, combined with countrywide instability and conflict that began in the mid-90s has dramatically reduced national output and government revenue and increased external debt. With the installation of a transitional government in 2003 after peace accords, economic conditions slowly began to improve as the transitional government reopened relations with international financial institutions and international donors, and President KABILA began implementing reforms. Progress has been slow to reach the interior of the country although clear changes are evident in Kinshasa and Lubumbashi. Renewed activity in the mining sector, the source of most export income, has boosted Kinshasa's fiscal position and GDP growth in recent years. An uncertain legal framework, corruption, and a lack of transparency in government policy are long-term problems for the large mining sector and for the economy as a whole. Much economic activity still occurs in the informal sector and is not reflected in GDP data. The DRC signed a Poverty Reduction and Growth Facility with the IMF in 2009 and received $12 billion in multilateral and bilateral debt relief in 2010, but the IMF at the end of 2012 suspended the last three payments under the loan facility - worth $240 million - because of concerns about the lack of transparency in mining contracts. In 2012, the DRC updated its business laws by adhering to OHADA, the Organization for the Harmonization of Business Law in Africa. The country marked its twelfth consecutive year of positive economic expansion in 2014. |
| GDP (purchasing power parity): | $57.78 billion (2014 est.) |
| GDP (purchasing power parity): | $52.92 billion (2013 est.) |
| GDP (purchasing power parity): | $48.78 billion (2012 est.) |
| GDP (purchasing power parity): | note: data are in 2014 US dollars |
| GDP (official exchange rate): | $35.92 billion (2014 est.) |
| GDP - real growth rate: | 9.2% (2014 est.) |
| GDP - real growth rate: | 8.5% (2013 est.) |
| GDP - real growth rate: | 7.1% (2012 est.) |
| GDP - per capita (PPP): | $700 (2014 est.) |
| GDP - per capita (PPP): | $700 (2013 est.) |
| GDP - per capita (PPP): | $600 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
| Gross national saving: | 6.1% of GDP (2014 est.) |
| Gross national saving: | 4.7% of GDP (2013 est.) |
| Gross national saving: | 5.8% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 71.7% |
| GDP - composition, by end use: | government consumption: 13.3% |
| GDP - composition, by end use: | investment in fixed capital: 21.4% |
| GDP - composition, by end use: | investment in inventories: -1% |
| GDP - composition, by end use: | exports of goods and services: 33.3% |
