| Economy | Ghana |
| --- | --- |
| Economy - overview: | Ghana's economy has been strengthened by a quarter century of relatively sound management, a competitive business environment, and sustained reductions in poverty levels. Ghana is well-endowed with natural resources and agriculture accounts for roughly one-quarter of GDP and employs more than half of the workforce, mainly small landholders. The services sector accounts for 50% of GDP. Gold and cocoa production and individual remittances are major sources of foreign exchange. Oil production at Ghana's offshore Jubilee field began in mid-December, 2010, and is expected to boost economic growth. President MAHAMA faces challenges in managing new oil revenue while maintaining fiscal discipline and resisting debt accumulation. Estimated oil reserves have jumped to almost 700 million barrels. Ghana signed a Millennium Challenge Corporation (MCC) Compact in 2006, which aims to assist in transforming Ghana's agricultural sector. Ghana opted for debt relief under the Heavily Indebted Poor Country (HIPC) program in 2002, and is also benefiting from the Multilateral Debt Relief Initiative that took effect in 2006. In 2009, Ghana signed a three-year Poverty Reduction and Growth Facility with the IMF to improve macroeconomic stability, private sector competitiveness, human resource development, and good governance and civic responsibility. Sound macro-economic management along with higher prices for oil, gold and, cocoa helped sustain high GDP growth in 2008-12, despite the general slowdown in the global economy during that same time period. |
| GDP (purchasing power parity): | $82.65 billion (2012 est.) |
| GDP (purchasing power parity): | $76.59 billion (2011 est.) |
| GDP (purchasing power parity): | $66.6 billion (2010 est.) |
| GDP (purchasing power parity): | note: data are in 2012 US dollars |
| GDP (official exchange rate): | $39.89 billion (2012 est.) |
| GDP - real growth rate: | 7.9% (2012 est.) |
| GDP - real growth rate: | 15% (2011 est.) |
| GDP - real growth rate: | 8% (2010 est.) |
| GDP - per capita (PPP): | $3,300 (2012 est.) |
| GDP - per capita (PPP): | $3,200 (2011 est.) |
| GDP - per capita (PPP): | $2,800 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| Gross national saving: | 17.9% of GDP (2012 est.) |
| Gross national saving: | 17.5% of GDP (2011 est.) |
| Gross national saving: | 17.2% of GDP (2010 est.) |
| GDP - composition, by end use: | household consumption: 60.9% |
| GDP - composition, by end use: | government consumption: 13.6% |
| GDP - composition, by end use: | investment in fixed capital: 29% |
| GDP - composition, by end use: | investment in inventories: 6.9% |
| GDP - composition, by end use: | exports of goods and services: 45.9% |
| GDP - composition, by end use: | imports of goods and services: -56.2% |
| GDP - composition, by end use: | (2011) |
| GDP - composition, by sector of origin: | agriculture: 22.7% |
| GDP - composition, by sector of origin: | industry: 27.3% |
| GDP - composition, by sector of origin: | services: 50% (2012 est.) |
| Agriculture - products: | cocoa, rice, cassava (manioc), peanuts, corn, shea nuts, bananas; timber |
| Industries: | mining, lumbering, light manufacturing, aluminum smelting, food processing, cement, small commercial ship building |
| Industrial production growth rate: | 7% (2012 est.) |
| Labor force: | 11.79 million (2012 est.) |
| Labor force - by occupation: | agriculture: 56% |
| Labor force - by occupation: | industry: 15% |
| Labor force - by occupation: | services: 29% (2005 est.) |
| Unemployment rate: | 11% (2000 est.) |
| Population below poverty line: | 28.5% (2007 est.) |
