| Economy | SEYCHELLES |
| --- | --- |
| Economy - overview: | Since independence in 1976, per capita output in this Indian Ocean archipelago has expanded to roughly seven times the pre-independence, near-subsistence level, moving the island into the upper-middle-income group of countries. Growth has been led by the tourist sector, which employs about 30% of the labor force and provides more than 70% of hard currency earnings, and by tuna fishing. |
| Economy - overview: | In recent years, the government has encouraged foreign investment to upgrade hotels and other services. At the same time, the government has moved to reduce the dependence on tourism by promoting the development of farming, fishing, and small-scale manufacturing. |
| Economy - overview: | In 2008, having depleted its foreign exchange reserves, Seychelles defaulted on interest payments due on a $230 million Eurobond, requested assistance from the IMF, and immediately enacted a number of significant structural reforms, including liberalization of the exchange rate, reform of the public sector to include layoffs, and the sale of some state assets. In December 2013, the IMF declared that Seychelles had successfully transitioned to a market-based economy with full employment and a fiscal surplus. Effective 1 January 2017, Seychelles will no longer be eligible for trade benefits under the US African Growth and Opportunities Act after having gained developed country status. Seychelles grew at 4.9% in 2016 because of a strong tourist sector and low commodity prices; its fiscal surplus reached 3% of GDP. The Seychellois Government met the IMF’s performance criteria for 2016 but recognizes a need to make additional progress to combat high poverty levels, estimated at 39% in 2013. |
| GDP (purchasing power parity): | $2.561 billion (2016 est.) |
| GDP (purchasing power parity): | $2.421 billion (2015 est.) |
| GDP (purchasing power parity): | $2.281 billion (2014 est.) |
| GDP (purchasing power parity): | note: data are in 2016 dollars |
| GDP (official exchange rate): | $1.429 billion (2016 est.) |
| GDP - real growth rate: | 4.5% (2016 est.) |
| GDP - real growth rate: | 5% (2015 est.) |
| GDP - real growth rate: | 4.5% (2014 est.) |
| GDP - per capita (PPP): | $27,200 (2016 est.) |
| GDP - per capita (PPP): | $26,400 (2015 est.) |
| GDP - per capita (PPP): | $25,700 (2014 est.) |
| GDP - per capita (PPP): | note: data are in 2016 dollars |
| Gross national saving: | 11.8% of GDP (2016 est.) |
| Gross national saving: | 15.2% of GDP (2015 est.) |
| Gross national saving: | 14.6% of GDP (2014 est.) |
| GDP - composition, by end use: | household consumption: 46.7% |
| GDP - composition, by end use: | government consumption: 26.9% |
| GDP - composition, by end use: | investment in fixed capital: 31.9% |
| GDP - composition, by end use: | investment in inventories: 1.7% |
| GDP - composition, by end use: | exports of goods and services: 71.7% |
| GDP - composition, by end use: | imports of goods and services: -78.9% (2016 est.) |
| GDP - composition, by sector of origin: | agriculture: 2.6% |
| GDP - composition, by sector of origin: | industry: 14% |
| GDP - composition, by sector of origin: | services: 83.4% (2016 est.) |
| Agriculture - products: | coconuts, cinnamon, vanilla, sweet potatoes, cassava (manioc, tapioca), copra, bananas; tuna |
| Industries: | fishing, tourism, beverages |
| Industrial production growth rate: | 2.9% (2016 est.) |
| Labor force: | 39,560 (2006 est.) |
| Labor force - by occupation: | agriculture: 3% |
| Labor force - by occupation: | industry: 23% |
| Labor force - by occupation: | services: 74% (2006) |
| Unemployment rate: | 2.7% (2016 est.) |
| Unemployment rate: | 3.3% (2013 est.) |
| Population below poverty line: | 39.3% (2013 est.) |
| Household income or consumption by percentage share: | lowest 10%: 4.7% |
| Household income or consumption by percentage share: | highest 10%: 15.4% (2007) |
| Budget: | revenues: $540.6 million |
| Budget: | expenditures: $525.6 million (2016 est.) |
| Taxes and other revenues: | 38.5% of GDP (2016 est.) |
| Budget surplus (+) or deficit (-): | 1.1% of GDP (2016 est.) |
| Public debt: | 57.6% of GDP (2016 est.) |
| Public debt: | 62.9% of GDP (2015 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | -1% (2016 est.) |
| Inflation rate (consumer prices): | 4% (2015 est.) |
| Central bank discount rate: | 11.17% (31 December 2010) |
| Commercial bank prime lending rate: | 12.36% (31 December 2016 est.) |
| Commercial bank prime lending rate: | 12.36% (31 December 2015 est.) |
| Stock of narrow money: | $556.5 million (31 December 2016 est.) |
| Stock of narrow money: | $493.8 million (31 December 2015 est.) |
| Stock of broad money: | $638.2 million (31 December 2016 est.) |
| Stock of broad money: | $565.7 million (31 December 2015 est.) |
| Stock of domestic credit: | $565.9 million (31 December 2016 est.) |
| Stock of domestic credit: | $496.6 million (31 December 2015 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | $-263 million (2016 est.) |
| Current account balance: | $-256.2 million (2015 est.) |
| Exports: | $477.6 million (2016 est.) |
| Exports: | $449.4 million (2015 est.) |
| Exports - commodities: | canned tuna, frozen fish, petroleum products (reexports) |
| Exports - partners: | UAE 28.8%, France 21%, UK 14.7%, Italy 9.2%, Spain 8.8% (2016) |
| Imports: | $962.4 million (2016 est.) |
| Imports: | $922.4 million (2015 est.) |
| Imports - commodities: | machinery and equipment, foodstuffs, petroleum products, chemicals, other manufactured goods |
| Imports - partners: | UAE 21.6%, France 9.9%, South Africa 8.4%, Mauritius 7.8%, Spain 7.2%, India 4.9%, China 4.8%, UK 4.7% (2016) |
| Reserves of foreign exchange and gold: | $523.5 million (31 December 2016 est.) |
| Reserves of foreign exchange and gold: | $536.2 million (31 December 2015 est.) |
| Debt - external: | $2.651 billion (31 December 2016 est.) |
| Debt - external: | $2.754 billion (31 December 2015 est.) |
| Exchange rates: | Seychelles rupees (SCR) per US dollar - |
| Exchange rates: | 13.319 (2016 est.) |
| Exchange rates: | 13.319 (2015 est.) |
| Exchange rates: | 13.314 (2014 est.) |
| Exchange rates: | 12.747 (2013 est.) |
| Exchange rates: | 13.7 (2012 est.) |
