| Economy | INDIA |
| --- | --- |
| Economy - overview: | India is developing into an open-market economy, yet traces of its past autarkic policies remain. Economic liberalization measures, including industrial deregulation, privatization of state-owned enterprises, and reduced controls on foreign trade and investment, began in the early 1990s and served to accelerate the country's growth, which averaged under 7% per year from 1997 to 2011. India's diverse economy encompasses traditional village farming, modern agriculture, handicrafts, a wide range of modern industries, and a multitude of services. Slightly less than half of the work force is in agriculture, but, services are the major source of economic growth, accounting for nearly two-thirds of India's output with less than one-third of its labor force. India has capitalized on its large educated English-speaking population to become a major exporter of information technology services, business outsourcing services, and software workers. India's economic growth began slowing in 2011 because of a decline in investment caused by high interest rates, rising inflation, and investor pessimism about the government's commitment to further economic reforms and about the global situation. The outlook for India's long-term growth is moderately positive due to a young population and corresponding low dependency ratio, healthy savings and investment rates, and increasing integration into the global economy. However, India has many challenges that it has yet to fully address, including poverty, corruption, violence and discrimination against women and girls, an inefficient power generation and distribution system, ineffective enforcement of intellectual property rights, decades-long civil litigation dockets, inadequate transport and agricultural infrastructure, limited non-agricultural employment opportunities, high spending and poorly-targeted subsidies, inadequate availability of quality basic and higher education, and accommodating rural-to-urban migration. Growth in 2014 fell to a decade low, as India's economic leaders struggled to improve the country's wide fiscal and current account deficits. Rising macroeconomic imbalances in India, and improving economic conditions in Western countries, led investors to shift capital away from India, prompting a sharp depreciation of the rupee. However, investors' perceptions of India improved in early 2014, due to a reduction of the current account deficit and expectations of post-election economic reform, resulting in a surge of inbound capital flows and stabilization of the rupee. |
| GDP (purchasing power parity): | $7.411 trillion (2014 est.) |
| GDP (purchasing power parity): | $6.908 trillion (2013 est.) |
| GDP (purchasing power parity): | $6.462 trillion (2012 est.) |
| GDP (purchasing power parity): | note: data are in 2014 US dollars |
| GDP (official exchange rate): | $2.051 trillion (2014 est.) |
| GDP - real growth rate: | 7.3% (2014 est.) |
| GDP - real growth rate: | 6.9% (2013 est.) |
| GDP - real growth rate: | 5.1% (2012 est.) |
| GDP - per capita (PPP): | $5,800 (2014 est.) |
| GDP - per capita (PPP): | $5,400 (2013 est.) |
| GDP - per capita (PPP): | $5,100 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
