| Economy | AZERBAIJAN |
| --- | --- |
| Economy - overview: | Azerbaijan's high economic growth has been attributable to large and growing oil and gas exports, but some non-export sectors also featured double-digit growth, including construction, banking, and real estate. Oil exports through the Baku-Tbilisi-Ceyhan Pipeline, the Baku-Novorossiysk, and the Baku-Supsa pipelines remain the main economic driver, but efforts to boost Azerbaijan's gas production are underway. The eventual completion of the geopolitically important Southern Gas Corridor between Azerbaijan and Europe will open up another, albeit, smaller source of revenue from gas exports. Azerbaijan has made only limited progress on instituting market-based economic reforms. Pervasive public and private sector corruption and structural economic inefficiencies remain a drag on long-term growth, particularly in non-energy sectors. Several other obstacles impede Azerbaijan's economic progress, including the need for stepped up foreign investment in the non-energy sector and the continuing conflict with Armenia over the Nagorno-Karabakh region. Trade with Russia and the other former Soviet republics is declining in importance, while trade is building with Turkey and the nations of Europe. Long-term prospects depend on world oil prices, Azerbaijan's ability to negotiate export routes for its growing gas production, and its ability to use its energy wealth to promote growth and spur employment in non-energy sectors of the economy. |
| GDP (purchasing power parity): | $165.9 billion (2014 est.) |
| GDP (purchasing power parity): | $161.4 billion (2013 est.) |
| GDP (purchasing power parity): | $152.6 billion (2012 est.) |
| GDP (purchasing power parity): | note: data are in 2014 US dollars |
| GDP (official exchange rate): | $74.15 billion (2014 est.) |
| GDP - real growth rate: | 2.8% (2014 est.) |
| GDP - real growth rate: | 5.8% (2013 est.) |
| GDP - real growth rate: | 2.2% (2012 est.) |
| GDP - per capita (PPP): | $17,800 (2014 est.) |
| GDP - per capita (PPP): | $17,300 (2013 est.) |
| GDP - per capita (PPP): | $16,300 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
| Gross national saving: | 38.2% of GDP (2014 est.) |
| Gross national saving: | 39.5% of GDP (2013 est.) |
| Gross national saving: | 44.5% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 46.3% |
| GDP - composition, by end use: | government consumption: 10.9% |
| GDP - composition, by end use: | investment in fixed capital: 25.8% |
| GDP - composition, by end use: | investment in inventories: -0.1% |
