| Economy | GERMANY |
| --- | --- |
| Economy - overview: | The German economy - the fifth largest economy in the world in PPP terms and Europe's largest - is a leading exporter of machinery, vehicles, chemicals, and household equipment and benefits from a highly skilled labor force. Like its Western European neighbors, Germany faces significant demographic challenges to sustained long-term growth. Low fertility rates and declining net immigration are increasing pressure on the country's social welfare system and necessitate structural reforms. Reforms launched by the government of Chancellor Gerhard SCHROEDER (1998-2005), deemed necessary to address chronically high unemployment and low average growth, contributed to strong growth and falling unemployment. These advances, as well as a government subsidized, reduced working hour scheme, help explain the relatively modest increase in unemployment during the 2008-09 recession - the deepest since World War II - and its decrease to 5.2% in 2014. The new German government introduced a minimum wage of about $11.60 (8.50 euros) per hour to take effect in 2015. Stimulus and stabilization efforts initiated in 2008 and 2009 and tax cuts introduced in Chancellor Angela MERKEL's second term increased Germany's total budget deficit - including federal, state, and municipal - to 4.1% in 2010, but slower spending and higher tax revenues reduced the deficit to 0.8% in 2011 and in 2012 Germany reached a budget surplus of 0.1%. The budget was essentially in balance in 2014. A constitutional amendment approved in 2009 limits the federal government to structural deficits of no more than 0.35% of GDP per annum as of 2016 though the target was already reached in 2012. The German economy suffers from low levels of investment, and a government plan to invest 15 billion euros 2016-18, largely in infrastructure, is intended to spur needed private investment. Following the March 2011 Fukushima nuclear disaster, Chancellor Angela MERKEL announced in May 2011 that eight of the country's 17 nuclear reactors would be shut down immediately and the remaining plants would close by 2022. Germany plans to replace nuclear power with renewable energy, which accounted for 27.8% of gross electricity consumption in 2014, up from 9% in 2000. Before the shutdown of the eight reactors, Germany relied on nuclear power for 23% of its electricity generating capacity and 46% of its base-load electricity production.  Extremely low inflation, caused largely by low global energy prices and a weak euro, are expected to boost German GDP growth in 2015. |
| GDP (purchasing power parity): | $3.722 trillion (2014 est.) |
| GDP (purchasing power parity): | $3.663 trillion (2013 est.) |
| GDP (purchasing power parity): | $3.655 trillion (2012 est.) |
| GDP (purchasing power parity): | note: data are in 2014 US dollars |
| GDP (official exchange rate): | $3.86 trillion (2014 est.) |
| GDP - real growth rate: | 1.6% (2014 est.) |
| GDP - real growth rate: | 0.2% (2013 est.) |
| GDP - real growth rate: | 0.6% (2012 est.) |
| GDP - per capita (PPP): | $45,900 (2014 est.) |
| GDP - per capita (PPP): | $45,200 (2013 est.) |
| GDP - per capita (PPP): | $45,100 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
| Gross national saving: | 26.3% of GDP (2014 est.) |
| Gross national saving: | 25.7% of GDP (2013 est.) |
| Gross national saving: | 26.3% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 56.1% |
| GDP - composition, by end use: | government consumption: 19.2% |
| GDP - composition, by end use: | investment in fixed capital: 20.2% |
| GDP - composition, by end use: | investment in inventories: 0.1% |
| GDP - composition, by end use: | exports of goods and services: 45.7% |
| GDP - composition, by end use: | imports of goods and services: -41.3% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 0.9% |
| GDP - composition, by sector of origin: | industry: 30.8% |
| GDP - composition, by sector of origin: | services: 68.4% |
| GDP - composition, by sector of origin: | (2014 est.) |
| Agriculture - products: | potatoes, wheat, barley, sugar beets, fruit, cabbages; milk products; cattle, pigs, poultry |
| Industries: | among the world's largest and most technologically advanced producers of iron, steel, coal, cement, chemicals, machinery, vehicles, machine tools, electronics, automobiles, food and beverages, shipbuilding, textiles |
| Industrial production growth rate: | 1.3% (2014 est.) |
| Labor force: | 42.65 million (2014 est.) |
| Labor force - by occupation: | agriculture: 1.6% |
| Labor force - by occupation: | industry: 24.6% |
| Labor force - by occupation: | services: 73.8% |
| Labor force - by occupation: | (2011) |
| Unemployment rate: | 5% (2014 est.) |
| Unemployment rate: | 5.3% (2013 est.) |
| Population below poverty line: | 15.5% (2010 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.6% |
| Household income or consumption by percentage share: | highest 10%: 24% (2000) |
| Distribution of family income - Gini index: | 27 (2006) |
| Distribution of family income - Gini index: | 30 (1994) |
| Budget: | revenues: $1.68 trillion |
| Budget: | expenditures: $1.664 trillion (2014 est.) |
| Taxes and other revenues: | 44% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | 0.4% of GDP (2014 est.) |
| Public debt: | 74.7% of GDP (2014 est.) |
| Public debt: | 76.9% of GDP (2013 est.) |
| Public debt: | note: general government gross debt is defined in the Maastricht Treaty as consolidated general government gross debt at nominal value, outstanding at the end of the year in the following categories of government liabilities (as defined in ESA95): currency and deposits (AF.2), securities other than shares excluding financial derivatives (AF.3, excluding AF.34), and loans (AF.4); the general government sector comprises the sub-sectors of central government, state government, local government and social security funds; the series are presented as a percentage of GDP and in millions of euro; GDP used as a denominator is the gross domestic product at current market prices; data expressed in national currency are converted into euro using end-of-year exchange rates provided by the European Central Bank |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 0.8% (2014 est.) |
| Inflation rate (consumer prices): | 1.5% (2013 est.) |
| Central bank discount rate: | 0.75% (31 December 2013) |
| Central bank discount rate: | 1.5% (31 December 2010) |
| Central bank discount rate: | note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area |
| Commercial bank prime lending rate: | 2.6% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 2.76% (31 December 2013 est.) |
| Stock of narrow money: | $2.236 trillion (31 December 2014 est.) |
| Stock of narrow money: | $2.244 trillion (31 December 2013 est.) |
