| Economy | Niger |
| --- | --- |
| Economy - overview: | Niger is a landlocked, Sub-Saharan nation, whose economy centers on subsistence crops, livestock, and some of the world's largest uranium deposits. Agriculture contributes about one-third of GDP and provides livelihood for about nine-tenths of the population. Drought, desertification, and strong population growth have undercut the economy. Niger shares a common currency, the CFA franc, and a common central bank, the Central Bank of West African States (BCEAO), with seven other members of the West African Monetary Union. Debt relief has significantly reduced Niger's annual debt service obligations, freeing funds for expenditures on basic health care, primary education, HIV/AIDS prevention, rural infrastructure, and other programs geared at poverty reduction. Nearly half of the government's budget is derived from foreign donor resources. The economy in recent years has been hurt by terrorist activity and kidnappings near its uranium mines and instability in Mali. Future growth may be sustained by exploitation of oil, gold, coal, and other mineral resources. Niger has sizable reserves of oil and oil production, which began in 2012, along with refining, and exports are expected to grow through 2016. However, oil revenues have fallen well short of predictions, mainly because of logistical challenges. Food insecurity and drought remain perennial problems for Niger. The mining sector may be affected by the government’s attempt to renegotiate extraction rights contracts. |
| GDP (purchasing power parity): | $13.98 billion (2013 est.) |
| GDP (purchasing power parity): | $13.17 billion (2012 est.) |
| GDP (purchasing power parity): | $11.84 billion (2011 est.) |
| GDP (purchasing power parity): | note: data are in 2013 US dollars |
| GDP (official exchange rate): | $7.304 billion (2013 est.) |
| GDP - real growth rate: | 6.2% (2013 est.) |
| GDP - real growth rate: | 11.2% (2012 est.) |
| GDP - real growth rate: | 2.2% (2011 est.) |
| GDP - per capita (PPP): | $800 (2013 est.) |
| GDP - per capita (PPP): | $800 (2012 est.) |
| GDP - per capita (PPP): | $800 (2011 est.) |
| GDP - per capita (PPP): | note: data are in 2013 US dollars |
| Gross national saving: | 23.7% of GDP (2013 est.) |
| Gross national saving: | 22% of GDP (2012 est.) |
| Gross national saving: | 25.3% of GDP (2011 est.) |
| GDP - composition, by end use: | household consumption: 61% |
| GDP - composition, by end use: | government consumption: 25.1% |
| GDP - composition, by end use: | investment in fixed capital: 44.7% |
| GDP - composition, by end use: | investment in inventories: 0% |
| GDP - composition, by end use: | exports of goods and services: 26.3% |
| GDP - composition, by end use: | imports of goods and services: -57.1% |
| GDP - composition, by end use: | (2013 est.) |
| GDP - composition, by sector of origin: | agriculture: 35.2% |
| GDP - composition, by sector of origin: | industry: 14.2% |
| GDP - composition, by sector of origin: | services: 50.6% (2013 est.) |
| Agriculture - products: | cowpeas, cotton, peanuts, millet, sorghum, cassava (manioc, tapioca), rice; cattle, sheep, goats, camels, donkeys, horses, poultry |
| Industries: | uranium mining, petroleum, cement, brick, soap, textiles, food processing, chemicals, slaughterhouses |
| Industrial production growth rate: | 5.7% (2013 est.) |
| Labor force: | 4.688 million (2007) |
| Labor force - by occupation: | agriculture: 90% |
| Labor force - by occupation: | industry: 6% |
| Labor force - by occupation: | services: 4% (1995) |
| Unemployment rate: | NA% |
| Population below poverty line: | 63% (1993 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.7% |
| Household income or consumption by percentage share: | highest 10%: 28.5% (2007) |
| Distribution of family income - Gini index: | 34 (2007) |
| Distribution of family income - Gini index: | 50.5 (1995) |
| Budget: | revenues: $1.911 billion |
| Budget: | expenditures: $2.086 billion (2013 est.) |
| Taxes and other revenues: | 26.2% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -2.4% of GDP (2013 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 1.9% (2013 est.) |
| Inflation rate (consumer prices): | 0.5% (2012 est.) |
| Central bank discount rate: | 4.25% (31 December 2009) |
| Central bank discount rate: | 4.75% (31 December 2008) |
| Commercial bank prime lending rate: | 4% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 4% (31 December 2012 est.) |
| Stock of narrow money: | $1.388 billion (31 December 2013 est.) |
| Stock of narrow money: | $1.284 billion (31 December 2012 est.) |
| Stock of broad money: | $1.74 billion (31 December 2013 est.) |
| Stock of broad money: | $1.61 billion (31 December 2012 est.) |
| Stock of domestic credit: | $992.7 million (31 December 2013 est.) |
| Stock of domestic credit: | $915 million (31 December 2012 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | -$1.45 billion (2013 est.) |
| Current account balance: | -$1.453 billion (2012 est.) |
| Exports: | $1.539 billion (2013 est.) |
| Exports: | $1.458 billion (2012 est.) |
| Exports - commodities: | uranium ore, livestock, cowpeas, onions |
| Exports - partners: | Nigeria 40.3%, US 17.2%, India 14.3%, Italy 8.6%, China 7.8%, Ghana 5.3% (2012) |
| Imports: | $2.314 billion (2013 est.) |
| Imports: | $2.273 billion (2012 est.) |
| Imports - commodities: | foodstuffs, machinery, vehicles and parts, petroleum, cereals |
| Imports - partners: | France 14.4%, China 11.3%, Nigeria 10.1%, French Polynesia 9.2%, Togo 5.1%, Cote dIvoire 4.5% (2012) |
| Debt - external: | $1.556 billion (31 December 2013 est.) |
| Debt - external: | $1.551 billion (31 December 2012 est.) |
| Exchange rates: | Communaute Financiere Africaine francs (XOF) per US dollar - |
| Exchange rates: | 500.7 (2013 est.) |
| Exchange rates: | 510.53 (2012 est.) |
| Exchange rates: | 495.28 (2010) |
| Exchange rates: | 472.19 (2009) |
| Exchange rates: | 447.81 (2008) |
