| Economy | HONG KONG |
| --- | --- |
| Economy - overview: | Hong Kong has a free market economy, highly dependent on international trade and finance - the value of goods and services trade, including the sizable share of re-exports, is about four times GDP. Hong Kong has no tariffs on imported goods, and it levies excise duties on only four commodities, whether imported or produced locally: hard alcohol, tobacco, hydrocarbon oil, and methyl alcohol. There are no quotas or dumping laws. Hong Kong continues to link its currency closely to the US dollar, maintaining an arrangement established in 1983. |
| Economy - overview: | Hong Kong's open economy left it exposed to the global economic slowdown that began in 2008. Although increasing integration with China through trade, tourism, and financial links helped it to make an initial recovery more quickly than many observers anticipated, its continued reliance on foreign trade and investment leaves it vulnerable to renewed global financial market volatility or a slowdown in the global economy. |
| Economy - overview: | The Hong Kong Government is promoting the Special Administrative Region (SAR) as the site for Chinese renminbi (RMB) internationalization. Hong Kong residents are allowed to establish RMB-denominated savings accounts; RMB-denominated corporate and Chinese government bonds have been issued in Hong Kong; and RMB trade settlement is allowed. The territory far exceeded the RMB conversion quota set by Beijing for trade settlements in 2010 due to the growth of earnings from exports to the mainland. RMB deposits grew to roughly 9.4% of total system deposits in Hong Kong by the end of 2015. The government is pursuing efforts to introduce additional use of RMB in Hong Kong financial markets and is seeking to expand the RMB quota. |
| Economy - overview: | The mainland has long been Hong Kong's largest trading partner, accounting for about half of Hong Kong's total trade by value. Hong Kong's natural resources are limited, and food and raw materials must be imported. As a result of China's easing of travel restrictions, the number of mainland tourists to the territory has surged from 4.5 million in 2001 to 47.3 million in 2014, outnumbering visitors from all other countries combined. Mainland visitors to Hong Kong declined 3% in 2015 to approximately 45.7 million, reflecting an overall drop of 2.5% in total visitors to Hong Kong. Hong Kong has also established itself as the premier stock market for Chinese firms seeking to list abroad. In 2015, mainland Chinese companies constituted about 51% of the firms listed on the Hong Kong Stock Exchange and accounted for about 62.1% of the Exchange's market capitalization. During the past decade, as Hong Kong's manufacturing industry moved to the mainland, its service industry has grown rapidly. In 2014, Hong Kong and China signed a new agreement on achieving basic liberalization of trade in services in Guangdong Province under the Closer Economic Partnership Agreement, adopted in 2003 to forge closer ties between Hong Kong and the mainland. The new measures, effective from March 2015, cover a negative list and a most-favored treatment provision, and will improve access to the mainland's service sector for Hong Kong-based companies. |
| Economy - overview: | Credit expansion and a tight housing supply have caused Hong Kong property prices to rise rapidly; consumer prices increased 4.4% in 2014, but slowed to 2.9% in 2015. Lower- and middle-income segments of the population are increasingly unable to afford adequate housing. |
| Economy - overview: | Hong Kong’s economic integration with the mainland continues to be most evident in the banking and finance sector. Initiatives like the Hong Kong-Shanghai Stock Connect, the Mutual Recognition of Funds, and The Hong Kong Shanghai Gold Connect are all important steps towards opening up the Mainland’s capital markets and has reinforced Hong Kong’s leading role as China’s offshore RMB market. Additional connect schemes from bonds to commodities and other investment products are also under exploration by Hong Kong authorities. |
| GDP (purchasing power parity): | $414.6 billion (2015 est.) |
| GDP (purchasing power parity): | $405 billion (2014 est.) |
| GDP (purchasing power parity): | $394.6 billion (2013 est.) |
