| Economy | NICARAGUA |
| --- | --- |
| Economy - overview: | Nicaragua, the poorest country in Central America and the second poorest in the Western Hemisphere, has widespread underemployment and poverty. Textiles and agriculture combined account for nearly 50% of Nicaragua's exports. |
| Economy - overview: | The Dominican Republic-Central America-United States Free Trade Agreement (CAFTA-DR) has been in effect since April 2006 and has expanded export opportunities for many Nicaraguan agricultural and manufactured goods. |
| Economy - overview: | In 2013, the government granted a 50-year concession to a newly formed Chinese-run company to finance and build an inter-oceanic canal and related projects, at an estimated cost of $50 billion. The canal construction has not started. |
| GDP (purchasing power parity): | $31.33 billion (2015 est.) |
| GDP (purchasing power parity): | $29.98 billion (2014 est.) |
| GDP (purchasing power parity): | $28.64 billion (2013 est.) |
| GDP (purchasing power parity): | note: data are in 2015 US dollars |
| GDP (official exchange rate): | $12.22 billion (2015 est.) |
| GDP - real growth rate: | 4.5% (2015 est.) |
| GDP - real growth rate: | 4.7% (2014 est.) |
| GDP - real growth rate: | 4.5% (2013 est.) |
| GDP - per capita (PPP): | $5,000 (2015 est.) |
| GDP - per capita (PPP): | $4,800 (2014 est.) |
| GDP - per capita (PPP): | $4,700 (2013 est.) |
| GDP - per capita (PPP): | note: data are in 2015 US dollars |
| Gross national saving: | 29% of GDP (2015 est.) |
| Gross national saving: | 19.7% of GDP (2014 est.) |
| Gross national saving: | 17.9% of GDP (2013 est.) |
| GDP - composition, by end use: | household consumption: 78.9% |
| GDP - composition, by end use: | government consumption: 7.2% |
| GDP - composition, by end use: | investment in fixed capital: 30.3% |
| GDP - composition, by end use: | investment in inventories: 1.6% |
| GDP - composition, by end use: | exports of goods and services: 37.5% |
| GDP - composition, by end use: | imports of goods and services: -55.5% (2015 est.) |
| GDP - composition, by sector of origin: | agriculture: 17% |
| GDP - composition, by sector of origin: | industry: 24.2% |
| GDP - composition, by sector of origin: | services: 58.8% (2015 est.) |
| Agriculture - products: | coffee, bananas, sugarcane, rice, corn, tobacco, cotton, sesame, soya, beans; beef, veal, pork, poultry, dairy products; shrimp, lobsters |
| Industries: | food processing, chemicals, machinery and metal products, knit and woven apparel, petroleum refining and distribution, beverages, footwear, wood, electric wire harness manufacturing, mining |
| Industrial production growth rate: | 6.5% (2015 est.) |
| Labor force: | 2.98 million (2015 est.) |
| Labor force - by occupation: | agriculture: 31% |
| Labor force - by occupation: | industry: 18% |
| Labor force - by occupation: | services: 50% (2011 est.) |
| Unemployment rate: | 6.1% (2015 est.) |
| Unemployment rate: | 6% (2014 est.) |
| Unemployment rate: | note: underemployment was 46.5% in 2008 |
| Population below poverty line: | 29.6% (2015 est.) |
| Household income or consumption by percentage share: | lowest 10%: 1.4% |
| Household income or consumption by percentage share: | highest 10%: 41.8% (2005) |
| Distribution of family income - Gini index: | 40.5 (2010) |
| Distribution of family income - Gini index: | 60.3 (1998) |
| Budget: | revenues: $3.382 billion |
| Budget: | expenditures: $3.523 billion (2015 est.) |
| Taxes and other revenues: | 27.7% of GDP (2015 est.) |
| Budget surplus (+) or deficit (-): | -1.2% of GDP (2015 est.) |
| Public debt: | 45.7% of GDP (2015 est.) |
| Public debt: | 49.4% of GDP (2014 est.) |
| Public debt: | note: official data; data cover general Government Debt, and includes debt instruments issued (or owned) by Government entities other than the treasury; the data include treasury debt held by foreign entities, as well as intra-governmental debt; intra-governmental debt consists of treasury borrowings from surpluses in the social funds, such as retirement, medical care, and unemployment, debt instruments for the social funds are not sold at public auctions; Nicaragua rebased its GDP figures in 2012, which reduced the figures for debt as a percentage of GDP |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 4% (2015 est.) |
| Inflation rate (consumer prices): | 6% (2014 est.) |
| Central bank discount rate: | 3% (31 December 2010) |
| Commercial bank prime lending rate: | 12.05% (31 December 2015 est.) |
| Commercial bank prime lending rate: | 13.54% (31 December 2014 est.) |
| Stock of narrow money: | $1.093 billion (31 December 2015 est.) |
| Stock of narrow money: | $943.8 million (31 December 2014 est.) |
| Stock of broad money: | $4.453 billion (31 December 2013 est.) |
| Stock of broad money: | $4.136 billion (31 December 2012 est.) |
| Stock of domestic credit: | $5.677 billion (31 December 2015 est.) |
| Stock of domestic credit: | $5.146 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | -$1.079 billion (2015 est.) |
| Current account balance: | -$838 million (2014 est.) |
| Exports: | $3.341 billion (2015 est.) |
| Exports: | $3.622 billion (2014 est.) |
| Exports - commodities: | coffee, beef, gold, sugar, peanuts, shrimp and lobster, tobacco, cigars, automobile wiring harnesses, textiles, apparel, cotton |
| Exports - partners: | US 56.5%, Mexico 10.7%, Venezuela 5.4%, El Salvador 4.3% (2015) |
| Imports: | $6.083 billion (2015 est.) |
| Imports: | $6.024 billion (2014 est.) |
| Imports - commodities: | consumer goods, machinery and equipment, raw materials, petroleum products |
| Imports - partners: | US 19.9%, Mexico 14.9%, China 10.6%, Venezuela 7%, Costa Rica 7%, El Salvador 5.7%, Guatemala 5.6%, Netherlands Antilles 5.5% (2015) |
| Reserves of foreign exchange and gold: | $2.492 billion (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $2.276 billion (31 December 2014 est.) |
| Debt - external: | $10.64 billion (31 December 2015 est.) |
| Debt - external: | $10.22 billion (31 December 2014 est.) |
| Exchange rates: | cordobas (NIO) per US dollar - |
| Exchange rates: | 27.257 (2015 est.) |
| Exchange rates: | 25.959 (2014 est.) |
| Exchange rates: | 26.01 (2013 est.) |
| Exchange rates: | 23.55 (2012 est.) |
| Exchange rates: | 22.424 (2011 est.) |
