| Economy | European Union |
| --- | --- |
| Economy - overview: | The 28 member states that make up the EU have adopted an internal single market with free movement of goods, services, capital, and labor. The EU, which is also a customs union, aims to bolster Europe's trade position and its political and economic weight in international affairs. |
| Economy - overview: | Despite great differences in per capita income among member states (from $28,000 to $109,000) and in national attitudes toward issues like inflation, debt, and foreign trade, the EU has achieved a high degree of coordination of monetary and fiscal policies. A common currency â€“ the euro â€“ circulates among 19 of the member states that make up the European Economic and Monetary Union (EMU). Eleven member states introduced the euro as their common currency on 1 January 1999 (Greece did so two years later). Since 2004, 13 states acceded to the EU. Of the 13, Slovenia (2007), Cyprus and Malta (2008), Slovakia (2009), Estonia (2011), Latvia (2014), and Lithuania (2015) have adopted the euro; 7 other member states - excluding the UK and Denmark, which have formal opt-outs - are required by EU treaties to adopt the common currency upon meeting fiscal and monetary convergence criteria. |
| Economy - overview: | The EU economy posted moderate GDP growth for 2014 through 2017, capping five years of sustained growth since the 2008-09 global economic crisis and the ensuing sovereign debt crisis in the euro zone in 2011. However, the blocâ€™s recovery has been uneven. Some EU member states (Czechia, Ireland, Malta, Romania, Sweden, and Spain) have recorded strong growth, others (Italy and the UK) are experiencing modest expansion and some (Greece) have only recently shaken off recession. Only Greece remains under an EU rescue program (due to end in August 2018), while Cyprus, Ireland, Portugal, and Spain have successfully concluded their agreements. Overall, the EUâ€™s recovery has been buoyed by lower commodities prices and accommodative monetary policy, which has lowered interest rates and stimulated demand. The euro zone, which makes up about 70% of the total EU economy, is also performing well, achieving a growth rate not seen in a decade. In October 2017 the European Central Bank (ECB) announced it would extend its bond-buying program through September 2018, and possibly beyond that date, to keep the euro zone recovery on track. The ECBâ€™s efforts to spur more lending and investment through its asset-buying program, negative interest rates, and long-term loan refinancing programs have not yet raised inflation in line with the ECBâ€™s statutory target of just under 2%. |
| Economy - overview: | Despite its performance, high unemployment in some member states, high levels of public and private debt, muted productivity, an incomplete single market in services, and an aging population remain sources of potential drag on the EUâ€™s future growth. Moreover, the EU economy remains vulnerable to a slowdown of global trade and bouts of political and financial turmoil. In June 2016, the UK voted to withdraw from the EU, the first member country ever to attempt to secede. Continued uncertainty about the implications of the UKâ€™s exit from the EU (set for March 2019) could hurt consumer and investor confidence and dampen EU growth, particularly if trade and cross-border investment significantly declines. Political disagreements between EU member states on reforms to fiscal and economic policy also may impair the EUâ€™s ability to bolster its crisis-prevention and resolution mechanisms. International investorsâ€™ fears of a broad dissolution of the single currency area have largely dissipated, but these concerns could resurface if elected leaders implement policies that contravene euro-zone budget or banking rules. State interventions in ailing banks, including rescue of banks in Italy and resolution of banks in Spain, have eased financial vulnerabilities in the European banking sector even though some banks are struggling with low profitability and a large stock of bad loans, fragilities that could precipitate localized crises. Externally, the EU has continued to pursue comprehensive free trade agreements to expand EU external market share, particularly with Asian countries; EU and Japanese leaders reached a political-level agreement on a free trade agreement in July 2017, and agreement with Mexico in April 2018 on updates to an existing free trade agreement. |
| GDP (purchasing power parity): | $20.85 trillion (2017 est.) |
| GDP (purchasing power parity): | $20.38 trillion (2016 est.) |
| GDP (purchasing power parity): | $19.98 trillion (2015 est.) |
| GDP (purchasing power parity): | note: data are in 2017 dollars |
| GDP (official exchange rate): | $17.11 trillion (2017 est.) (2017 est.) |
| GDP - real growth rate: | 2.3% (2017 est.) |
| GDP - real growth rate: | 2% (2016 est.) |
| GDP - real growth rate: | 2.3% (2015 est.) |
| GDP - per capita (PPP): | $40,900 (2017 est.) |
| GDP - per capita (PPP): | $39,400 (2016 est.) |
| GDP - per capita (PPP): | $38,200 (2015 est.) |
| GDP - per capita (PPP): | note: data are in 2017 dollars |
| Gross national saving: | 22.7% of GDP (2017 est.) |
| Gross national saving: | 22.2% of GDP (2016 est.) |
| Gross national saving: | 22% of GDP (2015 est.) |
| GDP - composition, by end use: | household consumption: 54.4% (2016 est.) |
| GDP - composition, by end use: | government consumption: 20.4% (2016 est.) |
| GDP - composition, by end use: | investment in fixed capital: 19.8% (2016 est.) |
| GDP - composition, by end use: | investment in inventories: 0.4% (2016 est.) |
| GDP - composition, by end use: | exports of goods and services: 43.9% (2016 est.) |
| GDP - composition, by end use: | imports of goods and services: -40.5% (2016 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.6% (2017 est.) |
| GDP - composition, by sector of origin: | industry: 25.1% (2017 est.) |
| GDP - composition, by sector of origin: | services: 70.9% (2017 est.) |
| Agriculture - products: | wheat, barley, oilseeds, sugar beets, wine, grapes; dairy products, cattle, sheep, pigs, poultry; fish |
| Industries: | among the world's largest and most technologically advanced regions, the EU industrial base includes: ferrous and non-ferrous metal production and processing, metal products, petroleum, coal, cement, chemicals, pharmaceuticals, aerospace, rail transportation equipment, passenger and commercial vehicles, construction equipment, industrial equipment, shipbuilding, electrical power equipment, machine tools and automated manufacturing systems, electronics and telecommunications equipment, fishing, food and beverages, furniture, paper, textiles |
| Industrial production growth rate: | 3.5% (2017 est.) |
| Labor force: | 238.9 million (2016 est.) |
| Labor force - by occupation: | agriculture: 5% |
| Labor force - by occupation: | industry: 21.9% |
| Labor force - by occupation: | services: 73.1% (2014 est.) |
| Unemployment rate: | 8.6% (2016 est.) |
| Unemployment rate: | 9.4% (2015 est.) |
| Population below poverty line: | 9.8% (2013 est.) |
