| Economy | CAMEROON |
| --- | --- |
| Economy - overview: | Modest oil resources and favorable agricultural conditions provide Cameroon with one of the best-endowed primary commodity economies in Sub-Saharan Africa. Oil remains Cameroon’s main export commodity, and despite falling global oil prices, still accounts for nearly 40% of export earnings. Cameroon’s economy suffers from factors that often impact underdeveloped countries, such as stagnant per capita income, a relatively inequitable distribution of income, a top-heavy civil service, endemic corruption, continuing inefficiencies of a large parastatal system in key sectors, and a generally unfavorable climate for business enterprise. |
| Economy - overview: | Since 1990, the government has embarked on various IMF and World Bank programs designed to spur business investment, increase efficiency in agriculture, improve trade, and recapitalize the nation's banks. The IMF continues to press for economic reforms, including increased budget transparency, privatization, and poverty reduction programs. The Government of Cameroon provides subsidies for electricity, food, and fuel that have strained the federal budget and diverted funds from education, healthcare, and infrastructure projects, especially in 2015, as low oil prices have led to lower revenues. |
| Economy - overview: | Cameroon devotes significant resources to several large infrastructure projects currently under construction, including a deep sea port in Kribi and the Lom Pangar Hydropower Project. Cameroon’s energy sector continues to diversify, recently opening a natural gas powered electricity generating plant. Cameroon continues to seek foreign investment to improve its inadequate infrastructure, create jobs, and improve its economic footprint, but its unfavorable business environment remains a significant deterrent to foreign investment. |
| GDP (purchasing power parity): | $72.64 billion (2015 est.) |
| GDP (purchasing power parity): | $68.61 billion (2014 est.) |
| GDP (purchasing power parity): | $64.78 billion (2013 est.) |
| GDP (purchasing power parity): | note: data are in 2015 US dollars |
| GDP (official exchange rate): | $28.48 billion (2015 est.) |
| GDP - real growth rate: | 5.9% (2015 est.) |
| GDP - real growth rate: | 5.9% (2014 est.) |
| GDP - real growth rate: | 5.6% (2013 est.) |
| GDP - per capita (PPP): | $3,100 (2015 est.) |
| GDP - per capita (PPP): | $3,000 (2014 est.) |
| GDP - per capita (PPP): | $2,900 (2013 est.) |
| GDP - per capita (PPP): | note: data are in 2015 US dollars |
| Gross national saving: | 22.2% of GDP (2015 est.) |
| Gross national saving: | 20.8% of GDP (2014 est.) |
| Gross national saving: | 19.5% of GDP (2013 est.) |
| GDP - composition, by end use: | household consumption: 77.6% |
| GDP - composition, by end use: | government consumption: 12.1% |
| GDP - composition, by end use: | investment in fixed capital: 21.9% |
| GDP - composition, by end use: | investment in inventories: 0.1% |
| GDP - composition, by end use: | exports of goods and services: 22% |
| GDP - composition, by end use: | imports of goods and services: -33.7% (2015 est.) |
| GDP - composition, by sector of origin: | agriculture: 21.6% |
| GDP - composition, by sector of origin: | industry: 30.6% |
| GDP - composition, by sector of origin: | services: 47.7% (2015 est.) |
| Agriculture - products: | coffee, cocoa, cotton, rubber, bananas, oilseed, grains, cassava (manioc, tapioca); livestock; timber |
| Industries: | petroleum production and refining, aluminum production, food processing, light consumer goods, textiles, lumber, ship repair |
| Industrial production growth rate: | 7.2% (2015 est.) |
| Labor force: | 9.379 million (2015 est.) |
| Labor force - by occupation: | agriculture: 70% |
| Labor force - by occupation: | industry: 13% |
| Labor force - by occupation: | services: 17% (2001 est.) |
