| Economy | TURKEY |
| --- | --- |
| Economy - overview: | Turkey's largely free-market economy is driven by its industry and, increasingly, service sectors, although its traditional agriculture sector still accounts for about 25% of employment. The automotive, petrochemical, and electronics industries have risen in importance and surpassed the traditional textiles and clothing sectors within Turkey's export mix. However, the recent period of political stability and economic dynamism has given way to domestic uncertainty and security concerns, which are generating financial market volatility and weighing on Turkey’s economic outlook. |
| Economy - overview: | Current government policies emphasize populist spending measures and credit breaks, while implementation of structural economic reforms has slowed. The government is playing a more active role in some strategic sectors and has used economic institutions and regulators to target political opponents, undermining private sector confidence in the judicial system. Between July 2016 and March 2017, three credit ratings agencies downgraded Turkey’s sovereign credit ratings, citing concerns about the rule of law and the pace of economic reforms. |
| Economy - overview: | Turkey remains highly dependent on imported oil and gas but is pursuing energy relationships with a broader set of international partners and taking steps to increase use of domestic energy sources including renewables, nuclear, and coal. The joint Turkish-Azerbaijani Trans-Anatolian Natural Gas Pipeline is moving forward to increase transport of Caspian gas to Turkey and Europe, and when completed will help diversify Turkey's sources of imported gas. |
| Economy - overview: | After Turkey experienced a severe financial crisis in 2001, Ankara adopted financial and fiscal reforms as part of an IMF program. The reforms strengthened the country's economic fundamentals and ushered in an era of strong growth averaging more than 6% annually until 2008. An aggressive privatization program also reduced state involvement in basic industry, banking, transport, power generation, and communication. Global economic conditions and tighter fiscal policy caused GDP to contract in 2009, but Turkey's well-regulated financial markets and banking system helped the country weather the global financial crisis, and GDP growth rebounded to around 9% in 2010 and 2011, as exports and investment recovered following the crisis. |
| Economy - overview: | Since 2014, productivity and growth has slowed to reveal persistent underlying imbalances in the Turkish economy. In particular, Turkey’s low domestic savings and large current account deficit means it must rely on external investment inflows to finance growth, leaving the economy vulnerable to destabilizing shifts in investor confidence. The economy contracted in the third quarter of 2016 for the first time since 2009, in part due to a sharp decline in the tourism sector, and growth is likely to remain below potential in 2017. Other troublesome trends include rising unemployment and elevated inflation, which is likely to increase in 2017 given the Turkish lira’s recent depreciation against the dollar. Although government debt remains low at about 32% of GDP, bank and corporate borrowing has almost tripled as a percent of GDP during the past decade, outpacing its emerging-market peers and prompting investor concerns about its long-term sustainability. |
| GDP (purchasing power parity): | $1.994 trillion (2016 est.) |
| GDP (purchasing power parity): | $1.908 trillion (2015 est.) |
| GDP (purchasing power parity): | $1.78 trillion (2014 est.) |
| GDP (purchasing power parity): | note: data are in 2016 dollars |
| GDP (official exchange rate): | $863.4 billion (2016 est.) |
| GDP - real growth rate: | 3.2% (2016 est.) |
| GDP - real growth rate: | 6.1% (2015 est.) |
| GDP - real growth rate: | 5.2% (2014 est.) |
| GDP - per capita (PPP): | $25,000 (2016 est.) |
| GDP - per capita (PPP): | $24,500 (2015 est.) |
| GDP - per capita (PPP): | $23,400 (2014 est.) |
| GDP - per capita (PPP): | note: data are in 2016 dollars |
| Gross national saving: | 24.5% of GDP (2016 est.) |
| Gross national saving: | 24.8% of GDP (2015 est.) |
| Gross national saving: | 24.4% of GDP (2014 est.) |
| GDP - composition, by end use: | household consumption: 59.5% |
| GDP - composition, by end use: | government consumption: 14.8% |
| GDP - composition, by end use: | investment in fixed capital: 29.8% |
| GDP - composition, by end use: | investment in inventories: -1.1% |
| GDP - composition, by end use: | exports of goods and services: 22.1% |
| GDP - composition, by end use: | imports of goods and services: -25% (2016 est.) |
| GDP - composition, by sector of origin: | agriculture: 6.9% |
| GDP - composition, by sector of origin: | industry: 32.3% |
| GDP - composition, by sector of origin: | services: 60.8% (2016 est.) |
| Agriculture - products: | tobacco, cotton, grain, olives, sugar beets, hazelnuts, pulses, citrus; livestock |
| Industries: | textiles, food processing, automobiles, electronics, mining (coal, chromate, copper, boron), steel, petroleum, construction, lumber, paper |
| Industrial production growth rate: | 5.2% (2016 est.) |
| Labor force: | 30.55 million |
| Labor force: | note: this number is for the domestic labor force only; number does not include about 1.2 million Turks working abroad, nor refugees (2016 est.) |
| Labor force - by occupation: | agriculture: 18.4% |
| Labor force - by occupation: | industry: 26.6% |
| Labor force - by occupation: | services: 54.9% (2016) |
| Unemployment rate: | 10.9% (2016 est.) |
| Unemployment rate: | 10.3% (2015 est.) |
| Population below poverty line: | 21.9% (2015 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.1% |
| Household income or consumption by percentage share: | highest 10%: 30.3% (2008) |
| Distribution of family income - Gini index: | 40.2 (2010) |
| Distribution of family income - Gini index: | 43.6 (2003) |
| Budget: | revenues: $183.6 billion |
| Budget: | expenditures: $193.3 billion (2016 est.) |
| Taxes and other revenues: | 21.4% of GDP (2016 est.) |
| Budget surplus (+) or deficit (-): | -1.1% of GDP (2016 est.) |
| Public debt: | 29.4% of GDP (2016 est.) |
| Public debt: | 29.1% of GDP (2015 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 7.8% (2016 est.) |
| Inflation rate (consumer prices): | 7.7% (2015 est.) |
| Central bank discount rate: | 5.25% (31 December 2011) |
| Central bank discount rate: | 15% (22 December 2009) |
| Commercial bank prime lending rate: | 14.74% (31 December 2016 est.) |
| Commercial bank prime lending rate: | 13.67% (31 December 2015 est.) |
| Stock of narrow money: | $108.7 billion (31 December 2016 est.) |
| Stock of narrow money: | $107.1 billion (31 December 2015 est.) |
| Stock of broad money: | $399.4 billion (31 December 2016 est.) |
| Stock of broad money: | $408.7 billion (31 December 2015 est.) |
| Stock of domestic credit: | $549.9 billion (31 December 2016 est.) |
| Stock of domestic credit: | $581.8 billion (31 December 2015 est.) |
| Market value of publicly traded shares: | $188.9 billion (31 December 2015 est.) |
| Market value of publicly traded shares: | $219.8 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $195.7 billion (31 December 2013 est.) |
| Current account balance: | $-32.61 billion (2016 est.) |
| Current account balance: | $-32.12 billion (2015 est.) |
| Exports: | $150.2 billion (2016 est.) |
| Exports: | $152 billion (2015 est.) |
| Exports - commodities: | apparel, foodstuffs, textiles, metal manufactures, transport equipment |
