| Economy | KENYA |
| --- | --- |
| Economy - overview: | Kenya is the economic, financial, and transport hub of East Africa. Kenya’s real GDP growth has averaged over 5% for the last eight years. Since 2014, Kenya has been ranked as a lower middle income country because its per capita GDP crossed a World Bank threshold. While Kenya has a growing entrepreneurial middle class and steady growth, its economic and development trajectory could be impaired by weak governance and corruption. Although reliable numbers are hard to find, unemployment and under-employment are extremely high, and could be near 40% of the population. |
| Economy - overview: | Agriculture remains the backbone of the Kenyan economy, contributing one-third of GDP. About 75% of Kenya’s population of roughly 44.2 million work at least part-time in the agricultural sector, including livestock and pastoral activities. Over 75% of agricultural output is from small-scale, rain-fed farming or livestock production. |
| Economy - overview: | Inadequate infrastructure continues to hamper Kenya’s efforts to improve its annual growth to the 8%-10% range so that it can meaningfully address poverty and unemployment. The KENYATTA administration has been successful in courting external investment for infrastructure development. International financial institutions and donors remain important to Kenya's economic growth and development, but Kenya has also successfully raised capital in the global bond market. Kenya issued its first sovereign bond offering in mid-2014. Nairobi has contracted with a Chinese company to construct a new standard gauge railway connecting Mombasa and Nairobi, with completion expected in June 2017. In 2013, the country adopted a devolved system of government with the creation of 47 counties, and is in the process of devolving state revenues and responsibilities to the counties. Inflationary pressures and sharp currency depreciation peaked in early 2012 but have since abated following low global food and fuel prices and monetary interventions by the Central Bank. Drought-like conditions in parts of the country have pushed March 2017 inflation above 9%. Chronic budget deficits, including a shortage of funds in mid-2015, hampered the government’s ability to implement proposed development programs, but the economy is back in balance with many indicators, including foreign exchange reserves, interest rates, and FDI moving in the right direction. Underlying weaknesses were exposed in the banking sector in 2016 when the government was forced to take over three small and undercapitalized banks. In 2016, the government enacted legislation that limits interest rates banks can charge on loans and set a rate that banks must pay their depositors. This measure led to a sharp shrinkage of credit in the economy. |
| Economy - overview: | Tourism holds a significant place in Kenya’s economy. A spate of terrorist attacks by the Somalia-based group al-Shabaab reduced international tourism earning after their deadly 2013 attack on Nairobi’s Westgate mall, which killed 67 people, but the sector is now recovering. In 2016, tourist arrivals grew by 17% while revenues from tourism increased by 37%. |
| GDP (purchasing power parity): | $152.9 billion (2016 est.) |
| GDP (purchasing power parity): | $142.6 billion (2015 est.) |
| GDP (purchasing power parity): | $133.5 billion (2014 est.) |
| GDP (purchasing power parity): | note: data are in 2016 dollars |
| GDP (official exchange rate): | $70.53 billion (2016 est.) |
| GDP - real growth rate: | 5.8% (2016 est.) |
| GDP - real growth rate: | 5.7% (2015 est.) |
| GDP - real growth rate: | 5.4% (2014 est.) |
| GDP - per capita (PPP): | $3,400 (2016 est.) |
| GDP - per capita (PPP): | $3,300 (2015 est.) |
