| Economy | Malta |
| --- | --- |
| Economy - overview: | Malta - the smallest economy in the euro zone - produces only about 20% of its food needs, has limited fresh water supplies, and has few domestic energy sources. Malta's geographic position between Europe and North Africa makes it a target for illegal immigration, which has strained Malta's political and economic resources. Malta's fertility rate is below the EU average, and population growth in recent years has largely been from immigration, putting increasing pressure on the pension system. Malta adopted the euro on 1 January 2008. Malta's economy is dependent on foreign trade, manufacturing, and tourism, and was hurt by the global economic downturn. Malta has low unemployment relative to other European countries, and growth has recovered since the 2009 recession. Malta's financial services industry has grown in recent years and it has avoided contagion from the European financial crisis, largely because its debt is mostly held domestically and its banks have low exposure to the sovereign debt of peripheral European countries. Malta reduced its deficit below 3 percent of GDP, leading the EU to dismiss its official excessive deficit procedure against Malta in 2012. |
| GDP (purchasing power parity): | $11.14 billion (2012 est.) |
| GDP (purchasing power parity): | $11.01 billion (2011 est.) |
| GDP (purchasing power parity): | $10.78 billion (2010 est.) |
| GDP (purchasing power parity): | note: data are in 2012 US dollars |
| GDP (official exchange rate): | $8.415 billion (2012 est.) |
| GDP - real growth rate: | 1.2% (2012 est.) |
| GDP - real growth rate: | 2.1% (2011 est.) |
| GDP - real growth rate: | 2.5% (2010 est.) |
| GDP - per capita (PPP): | $26,100 (2012 est.) |
| GDP - per capita (PPP): | $26,000 (2011 est.) |
| GDP - per capita (PPP): | $25,700 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| GDP - composition by sector: | agriculture: 1.9% |
| GDP - composition by sector: | industry: 17.2% |
| GDP - composition by sector: | services: 80.9% (2010 est.) |
| Labor force: | 180,200 (2011 est.) |
| Labor force - by occupation: | agriculture: 1.5% |
| Labor force - by occupation: | industry: 24.7% |
| Labor force - by occupation: | services: 73.9% (2011) |
| Unemployment rate: | 6.1% (2012 est.) |
| Unemployment rate: | 6.4% (2011 est.) |
| Population below poverty line: | (2011) |
| Household income or consumption by percentage share: | lowest 10%: NA% |
| Household income or consumption by percentage share: | highest 10%: NA% |
| Distribution of family income - Gini index: | 27.4 (2011) |
| Distribution of family income - Gini index: | 26 (2007) |
| Investment (gross fixed): | 15.8% of GDP (2012 est.) |
| Budget: | revenues: $3.526 billion |
| Budget: | expenditures: $3.854 billion (2012 est.) |
| Taxes and other revenues: | 41.9% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -3.9% of GDP (2012 est.) |
| Public debt: | 77% of GDP (2012 est.) |
| Public debt: | 71.9% of GDP (2011 est.) |
| Public debt: | note: Malta reports public debt at nominal value outstanding at the end of the year, according to guidelines set out in the Maastricht Treaty for general government gross debt; the data include the following categories of government liabilities (as defined in ESA95): currency and deposits (AF.2), securities other than shares excluding financial derivatives (AF.3, excluding AF.34), and loans (AF.4); general government comprises the central government, state government, local government and social security funds |
| Inflation rate (consumer prices): | 2.5% (2012 est.) |
| Inflation rate (consumer prices): | 2.7% (2011 est.) |
| Central bank discount rate: | 1.75% (31 December 2011) |
| Central bank discount rate: | 1.75% (31 December 2010) |
| Central bank discount rate: | note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area |
| Commercial bank prime lending rate: | 4.6% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 4.76% (31 December 2011 est.) |
| Stock of narrow money: | $5.146 billion (31 December 2012 est.) |
| Stock of narrow money: | $5.1 billion (31 December 2011 est.) |
| Stock of narrow money: | note: see entry for the European Union for money supply in the euro area; the European Central Bank (ECB) controls monetary policy for the 17 members of the EMU; individual members of the EMU do not control the quantity of money circulating within their own borders |
| Stock of broad money: | $12.66 billion (31 December 2012 est.) |
| Stock of broad money: | $12.53 billion (31 December 2011 est.) |
| Stock of domestic credit: | $13.01 billion (31 December 2012 est.) |
| Stock of domestic credit: | $12.95 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $3.424 billion (31 December 2011) |
| Market value of publicly traded shares: | $2.399 billion (31 December 2010) |
| Market value of publicly traded shares: | $1.982 billion (31 December 2009) |
| Agriculture - products: | potatoes, cauliflower, grapes, wheat, barley, tomatoes, citrus, cut flowers, green peppers; pork, milk, poultry, eggs |
| Industrial production growth rate: | NA% |
| Current account balance: | -$221.2 million (2012 est.) |
| Current account balance: | -$268.8 million (2011 est.) |
