| Economy | JAPAN |
| --- | --- |
| Economy - overview: | In the years following World War II, government-industry cooperation, a strong work ethic, mastery of high technology, and a comparatively small defense allocation (1% of GDP) helped Japan develop an advanced economy. Two notable characteristics of the post-war economy were the close interlocking structures of manufacturers, suppliers, and distributors, known as keiretsu, and the guarantee of lifetime employment for a substantial portion of the urban labor force. Both features are now eroding under the dual pressures of global competition and domestic demographic change.  Scarce in many natural resources, Japan has long been dependent on imported raw materials.  Since the complete shutdown of Japan&rsquo;s nuclear reactors after the earthquake and tsunami disaster in 2011, Japan's industrial sector has become even more dependent than it was previously on imported fossil fuels. A small agricultural sector is highly subsidized and protected, with crop yields among the highest in the world. While self-sufficient in rice production, Japan imports about 60% of its food on a caloric basis. For three decades, overall real economic growth had been impressive - a 10% average in the 1960s, a 5% average in the 1970s, and a 4% average in the 1980s. Growth slowed markedly in the 1990s, averaging just 1.7%, largely because of the aftereffects of inefficient investment and an asset price bubble in the late 1980s that required a protracted period of time for firms to reduce excess debt, capital, and labor. Modest economic growth continued after 2000, but the economy has fallen into recession four times since 2008. Government stimulus spending helped the economy recover in late 2009 and 2010, but the economy contracted again in 2011 as the massive 9.0 magnitude earthquake and the ensuing tsunami in March of that year disrupted manufacturing. The economy has largely recovered in the four years since the disaster, although reconstruction in the affected Tohoku region has lagged, in part due to a shortage of labor in the construction sector. Japan enjoyed a sharp uptick in growth in 2013 on the basis of Prime Minister Shinzo Abe&rsquo;s &ldquo;Three Arrows&rdquo; economic revitalization agenda - dubbed &ldquo;Abenomics&rdquo; - of monetary easing, &ldquo;flexible&rdquo; fiscal policy, and structural reform.  Abe&rsquo;s government has replaced the preceding administration&rsquo;s plan to phase out nuclear power with a new policy of seeking to restart nuclear power plants that meet strict new safety standards, and emphasizing nuclear energy&rsquo;s importance as a base-load electricity source.  Japan joined the Trans-Pacific Partnership (TPP) negotiations in 2013, a pact that would open Japan's economy to increased foreign competition and create new export opportunities for Japanese businesses. Measured on a purchasing power parity (PPP) basis that adjusts for price differences, Japan in 2014 stood as the fourth-largest economy in the world after first-place China, which surpassed Japan in 2001, and third-place India, which edged out Japan in 2012. While seeking to stimulate and reform the economy, the government must also devise a strategy for reining in Japan's huge government debt, which amounts to more than 230% of GDP. To help raise government revenue, Japan adopted legislation in 2012 to gradually raise the consumption tax rate to 10% by 2015, beginning with a hike from 5% to 8% implemented in April 2014.  That increase had a contractionary effect on GDP, however, so PM Abe in late 2014 decided to postpone the final phase of the increase until April 2017 to give the economy more time to recover. Led by the Bank of Japan&rsquo;s aggressive monetary easing, Japan is making progress in ending deflation, but demographics - low birthrate and an aging, shrinking population - pose major long-term challenges for the economy. |
| GDP (purchasing power parity): | $4.751 trillion (2014 est.) |
| GDP (purchasing power parity): | $4.754 trillion (2013 est.) |
| GDP (purchasing power parity): | $4.678 trillion (2012 est.) |
| GDP (purchasing power parity): | note: data are in 2014 US dollars |
| GDP (official exchange rate): | $4.616 trillion (2014 est.) |
| GDP - real growth rate: | -0.1% (2014 est.) |
| GDP - real growth rate: | 1.6% (2013 est.) |
| GDP - real growth rate: | 1.8% (2012 est.) |
| GDP - per capita (PPP): | $37,400 (2014 est.) |
| GDP - per capita (PPP): | $37,400 (2013 est.) |
| GDP - per capita (PPP): | $36,800 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
| Gross national saving: | 22.4% of GDP (2014 est.) |
| Gross national saving: | 21.8% of GDP (2013 est.) |
| Gross national saving: | 21.9% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 60.8% |
| GDP - composition, by end use: | government consumption: 20.6% |
| GDP - composition, by end use: | investment in fixed capital: 22.2% |
| GDP - composition, by end use: | investment in inventories: -0.5% |
| GDP - composition, by end use: | exports of goods and services: 17.3% |
| GDP - composition, by end use: | imports of goods and services: -20.4% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.2% |
| GDP - composition, by sector of origin: | industry: 24.5% |
| GDP - composition, by sector of origin: | services: 74.3% (2013 est.) |
| Agriculture - products: | vegetables, rice, fish, poultry, fruit, dairy products, pork, beef, flowers, potatoes/taros/yams, sugar cane, tea, legumes, wheat and barley |
| Industries: | among world's largest and most technologically advanced producers of motor vehicles, electronic equipment, machine tools, steel and nonferrous metals, ships, chemicals, textiles, processed foods |
| Industrial production growth rate: | 2% (2014 est.) |
| Labor force: | 65.48 million (February 2015 est.) |
| Labor force - by occupation: | agriculture: 2.9% |
| Labor force - by occupation: | industry: 26.2% |
| Labor force - by occupation: | services: 70.9% (2015 February est.) |
