| Economy | China |
| --- | --- |
| Economy - overview: | Since the late 1970s China has moved from a closed, centrally planned system to a more market-oriented one that plays a major global role - in 2010 China became the world's largest exporter. Reforms began with the phasing out of collectivized agriculture, and expanded to include the gradual liberalization of prices, fiscal decentralization, increased autonomy for state enterprises, creation of a diversified banking system, development of stock markets, rapid growth of the private sector, and opening to foreign trade and investment. China has implemented reforms in a gradualist fashion. In recent years, China has renewed its support for state-owned enterprises in sectors it considers important to "economic security," explicitly looking to foster globally competitive national champions. After keeping its currency tightly linked to the US dollar for years, in July 2005 China revalued its currency by 2.1% against the US dollar and moved to an exchange rate system that references a basket of currencies. From mid 2005 to late 2008 cumulative appreciation of the renminbi against the US dollar was more than 20%, but the exchange rate remained virtually pegged to the dollar from the onset of the global financial crisis until June 2010, when Beijing allowed resumption of a gradual appreciation. The restructuring of the economy and resulting efficiency gains have contributed to a more than tenfold increase in GDP since 1978. Measured on a purchasing power parity (PPP) basis that adjusts for price differences, China in 2012 stood as the second-largest economy in the world after the US, having surpassed Japan in 2001. The dollar values of China's agricultural and industrial output each exceed those of the US; China is second to the US in the value of services it produces. Still, per capita income is below the world average. The Chinese government faces numerous economic challenges, including: (a) reducing its high domestic savings rate and correspondingly low domestic demand; (b) sustaining adequate job growth for tens of millions of migrants and new entrants to the work force; (c) reducing corruption and other economic crimes; and (d) containing environmental damage and social strife related to the economy's rapid transformation. Economic development has progressed further in coastal provinces than in the interior, and by 2011 more than 250 million migrant workers and their dependents had relocated to urban areas to find work. One consequence of population control policy is that China is now one of the most rapidly aging countries in the world. Deterioration in the environment - notably air pollution, soil erosion, and the steady fall of the water table, especially in the North - is another long-term problem. China continues to lose arable land because of erosion and economic development. The Chinese government is seeking to add energy production capacity from sources other than coal and oil, focusing on nuclear and alternative energy development. In 2010-11, China faced high inflation resulting largely from its credit-fueled stimulus program. Some tightening measures appear to have controlled inflation, but GDP growth consequently slowed to under 8% for 2012. An economic slowdown in Europe contributed to China's, and is expected to further drag Chinese growth in 2013. Debt overhang from the stimulus program, particularly among local governments, and a property price bubble challenge policy makers currently. The government's 12th Five-Year Plan, adopted in March 2011, emphasizes continued economic reforms and the need to increase domestic consumption in order to make the economy less dependent on exports in the future. However, China has made only marginal progress toward these rebalancing goals. |
| GDP (purchasing power parity): | $12.26 trillion (2012 est.) |
| GDP (purchasing power parity): | $11.38 trillion (2011 est.) |
| GDP (purchasing power parity): | $10.42 trillion (2010 est.) |
| GDP (purchasing power parity): | note: data are in 2012 US dollars |
| GDP (official exchange rate): | $8.11 trillion |
| GDP (official exchange rate): | note: because China's exchange rate is determine by fiat, rather than by market forces, the official exchange rate measure of GDP is not an accurate measure of China's output; GDP at the official exchange rate substantially understates the actual level of China's output vis-a-vis the rest of the world; in China's situation, GDP at purchasing power parity provides the best measure for comparing output across countries (2012 est.) |
| GDP - real growth rate: | 7.7% (2012 est.) |
| GDP - real growth rate: | 9.3% (2011 est.) |
| GDP - real growth rate: | 10.4% (2010 est.) |
| GDP - per capita (PPP): | $9,100 (2012 est.) |
| GDP - per capita (PPP): | $8,400 (2011 est.) |
| GDP - per capita (PPP): | $7,800 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| Gross national saving: | 50.1% of GDP (2012 est.) |
| Gross national saving: | 50.2% of GDP (2011 est.) |
| Gross national saving: | 52.1% of GDP (2010 est.) |
| GDP - composition, by end use: | household consumption: 36% |
| GDP - composition, by end use: | government consumption: 13.5% |
| GDP - composition, by end use: | investment in fixed capital: 45.7% |
| GDP - composition, by end use: | investment in inventories: 2.1% |
| GDP - composition, by end use: | exports of goods and services: 25.8% |
| GDP - composition, by end use: | imports of goods and services: -23.1% |
| GDP - composition, by end use: | (2012 est.) |
| GDP - composition, by sector of origin: | agriculture: 10.1% |
| GDP - composition, by sector of origin: | industry: 45.3% |
| GDP - composition, by sector of origin: | services: 44.6% |
| GDP - composition, by sector of origin: | (2012 est.) |
| Agriculture - products: | world leader in gross value of agricultural output; rice, wheat, potatoes, corn, peanuts, tea, millet, barley, apples, cotton, oilseed; pork; fish |
| Industries: | world leader in gross value of industrial output; mining and ore processing, iron, steel, aluminum, and other metals, coal; machine building; armaments; textiles and apparel; petroleum; cement; chemicals; fertilizers; consumer products, including footwear, toys, and electronics; food processing; transportation equipment, including automobiles, rail cars and locomotives, ships, and aircraft; telecommunications equipment, commercial space launch vehicles, satellites |
| Industrial production growth rate: | 7.9% (2012 est.) |
| Labor force: | 798.5 million |
| Labor force: | note: by the end of 2012, China's population at working age (15-64 years) was 1.0040 billion |
| Labor force - by occupation: | agriculture: 34.8% |
| Labor force - by occupation: | industry: 29.5% |
| Labor force - by occupation: | services: 35.7% |
| Labor force - by occupation: | (2011 est.) |
| Unemployment rate: | 6.5% (2012 est.) |
| Unemployment rate: | 6.5% (2011 est.) |
| Unemployment rate: | note: registered urban unemployment, which excludes private enterprises and migrants, was 4.1% in 2012 |
| Population below poverty line: | 13.4% |
| Population below poverty line: | note: in 2011, China set a new poverty line at RMB 2300 (approximately US $3,630) |
| Population below poverty line: | (2011) |
| Household income or consumption by percentage share: | lowest 10%: 3.5% |
| Household income or consumption by percentage share: | highest 10%: 15% |
| Household income or consumption by percentage share: | note: data are for urban households only (2008) |
| Distribution of family income - Gini index: | 47.4 (2012) |
| Distribution of family income - Gini index: | 48.4 (2007) |
| Budget: | revenues: $1.857 trillion |
| Budget: | expenditures: $1.992 trillion (2012 est.) |
| Taxes and other revenues: | 22.9% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -1.7% of GDP (2012 est.) |
| Public debt: | 31.7% of GDP (2012 est.) |
| Public debt: | 38.5% of GDP (2011) |
| Public debt: | note: official data; data cover both central government debt and local government debt, which China's National Audit Office estimated at RMB 10.72 trillion (approximately US$1.66 trillion) in 2011; data exclude policy bank bonds, Ministry of Railway debt, China Asset Management Company debt, and non-performing loans |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 2.6% (2012 est.) |
| Inflation rate (consumer prices): | 5.5% (2011 est.) |
| Central bank discount rate: | 2.25% (31 December 2012 est.) |
| Central bank discount rate: | 2.25% (31 December 2011 est.) |
| Commercial bank prime lending rate: | 6% (31 December 2012 est.) |
