| Economy | TAIWAN |
| --- | --- |
| Economy - overview: | Taiwan has a dynamic capitalist economy with gradually decreasing government guidance of investment and foreign trade. Exports, led by electronics, machinery, and petrochemicals have provided the primary impetus for economic development. This heavy dependence on exports exposes the economy to fluctuations in world demand. Taiwan's diplomatic isolation, low birth rate, and rapidly aging population are other major long-term challenges. |
| Economy - overview: | Free trade agreements have proliferated in East Asia over the past several years. Following the landmark Economic Cooperation Framework Agreement (ECFA) signed with China in June 2010, Taiwan in July 2013 signed a free trade deal with New Zealand - Taipei&rsquo;s first-ever with a country with which it does not maintain diplomatic relations - and, in November, inked a trade pact with Singapore. However, follow-on components of the ECFA, including a signed agreement on trade in services and negotiations on trade in goods and dispute resolution, have stalled. In early 2014, the government bowed to public demand and proposed a new law governing the oversight of cross-Strait agreements, before any additional deals with China are implemented; the legislature has yet to vote on such legislation, leaving the future of ECFA up in the air as President MA enters his final full year in office. MA has portrayed ECFA as Taiwan&rsquo;s key to greater participation in East Asia&rsquo;s free trade networks. |
| Economy - overview: | Taiwan's total fertility rate of just over one child per woman is among the lowest in the world, raising the prospect of future labor shortages, falling domestic demand, and declining tax revenues. Taiwan's population is aging quickly, with the number of people over 65 expected to account for nearly 20% of the island's total population by 2025. |
| Economy - overview: | The island runs a trade surplus, largely because of its surplus with China, and its foreign reserves are the world's fifth largest, behind those of China, Japan, Saudi Arabia, and Switzerland. In 2006 China overtook the US to become Taiwan's second-largest source of imports after Japan. China is also the island's number one destination for foreign direct investment. Taiwan since 2009 has gradually loosened rules governing Chinese investment on the island and has also secured greater market access for its investors in the mainland. In August 2012, the Taiwan Central Bank signed a memorandum of understanding (MOU) on cross-Strait currency settlement with its Chinese counterpart. The MOU allows for the direct settlement of Chinese RMB and the New Taiwan dollar across the Strait, which has helped Taiwan develop into a local RMB hub. |
| Economy - overview: | Closer economic links with the mainland bring greater opportunities for Taiwan&rsquo;s economy but also pose new challenges as the island becomes more economically dependent on China at a time when political differences remain unresolved. During 2014, the press paid increasing attention to domestic economic issues, while pushing aside the debates over trade liberalization that were a hallmark of MA&rsquo;s tenure. The media focused on the divide between Taiwan&rsquo;s &ldquo;haves&rdquo; and &ldquo;have nots,&rdquo; providing extensive coverage of public frustration with stagnant wages, skyrocketing housing prices, and the difficulty of finding decent entry-level jobs. |
| GDP (purchasing power parity): | $1.075 trillion (2014 est.) |
| GDP (purchasing power parity): | $1.036 trillion (2013 est.) |
| GDP (purchasing power parity): | $1.013 trillion (2012 est.) |
| GDP (purchasing power parity): | note: data are in 2014 US dollars |
| GDP (official exchange rate): | $529.6 billion (2014 est.) |
| GDP - real growth rate: | 3.7% (2014 est.) |
| GDP - real growth rate: | 2.2% (2013 est.) |
| GDP - real growth rate: | 2.1% (2012 est.) |
| GDP - per capita (PPP): | $45,900 (2014 est.) |
| GDP - per capita (PPP): | $44,200 (2013 est.) |
| GDP - per capita (PPP): | $43,200 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
| Gross national saving: | 35.2% of GDP (2014 est.) |
| Gross national saving: | 33.4% of GDP (2013 est.) |
| Gross national saving: | 32.5% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 53.2% |
| GDP - composition, by end use: | government consumption: 14.5% |
| GDP - composition, by end use: | investment in fixed capital: 21.6% |
| GDP - composition, by end use: | investment in inventories: 0.3% |
| GDP - composition, by end use: | exports of goods and services: 70% |
| GDP - composition, by end use: | imports of goods and services: -59.5% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.9% |
| GDP - composition, by sector of origin: | industry: 34.1% |
| GDP - composition, by sector of origin: | services: 64.1% (2014 est.) |
| Agriculture - products: | rice, vegetables, fruit, tea, flowers; pigs, poultry; fish |
| Industries: | electronics, communications and information technology products, petroleum refining, chemicals, textiles, iron and steel, machinery, cement, food processing, vehicles, consumer products, pharmaceuticals |
| Industrial production growth rate: | 5.6% (2014 est.) |
| Labor force: | 11.54 million (2014 est.) |
| Labor force - by occupation: | agriculture: 5% |
| Labor force - by occupation: | industry: 36.1% |
| Labor force - by occupation: | services: 58.9% (2014 est.) |
| Unemployment rate: | 4% (2014 est.) |
| Unemployment rate: | 4.2% (2013 est.) |
| Population below poverty line: | 1.5% (2012 est.) |
| Household income or consumption by percentage share: | lowest 10%: 6.4% |
| Household income or consumption by percentage share: | highest 10%: 40.3% (2010) |
| Distribution of family income - Gini index: | 33.8 (2012) |
| Distribution of family income - Gini index: | 32.6 (2000) |
| Budget: | revenues: $85.12 billion |
| Budget: | expenditures: $91.72 billion (2014 est.) |
| Taxes and other revenues: | 16.1% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -1.2% of GDP (2014 est.) |
| Public debt: | 33.4% of GDP (2014 est.) |
| Public debt: | 33.9% of GDP (2013 est.) |
| Public debt: | note: data for central government |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 1.2% (2014 est.) |
| Inflation rate (consumer prices): | 0.8% (2013 est.) |
| Central bank discount rate: | 1.88% (31 March 2015) |
