| Economy | SUDAN |
| --- | --- |
| Economy - overview: | Sudan is an extremely poor country that has experienced protracted social conflict, civil war, and, in July 2011, the loss of three-quarters of its oil production due to the secession of South Sudan. The oil sector had driven much of Sudan's GDP growth since 1999. For nearly a decade, the economy boomed on the back of rising oil production, high oil prices, and significant inflows of foreign direct investment. Since the economic shock of South Sudan's secession, Sudan has struggled to stabilize its economy and make up for the loss of foreign exchange earnings. The interruption of oil production in South Sudan in 2012 for over a year and the consequent loss of oil transit fees further exacerbated the fragile state of Sudan&rsquo;s economy. Sudan is also subject to comprehensive US sanctions. Sudan is attempting to develop non-oil sources of revenues, such as gold mining, while carrying out an austerity program to reduce expenditures. The world&rsquo;s largest exporter of gum Arabic, Sudan produces 75-80% of the world&rsquo;s total output. Agriculture continues to employ 80% of the work force. Sudan introduced a new currency, still called the Sudanese pound, following South Sudan's secession, but the value of the currency has fallen since its introduction. Khartoum formally devalued the currency in June 2012, when it passed austerity measures that included gradually repealing fuel subsidies. Sudan also faces rising inflation, which reached 47% on an annual basis in November 2012 but subsided to 37% in 2014. Ongoing conflicts in Southern Kordofan, Darfur, and the Blue Nile states, lack of basic infrastructure in large areas, and reliance by much of the population on subsistence agriculture keep close to half of the population at or below the poverty line. |
| GDP (purchasing power parity): | $160.2 billion (2014 est.) |
| GDP (purchasing power parity): | $154.7 billion (2013 est.) |
| GDP (purchasing power parity): | $148.8 billion (2012 est.) |
| GDP (purchasing power parity): | note: data are in 2014 US dollars |
| GDP (official exchange rate): | $74.77 billion (2014 est.) |
| GDP - real growth rate: | 3.6% (2014 est.) |
| GDP - real growth rate: | 3.9% (2013 est.) |
| GDP - real growth rate: | -3.4% (2012 est.) |
| GDP - per capita (PPP): | $4,300 (2014 est.) |
| GDP - per capita (PPP): | $4,100 (2013 est.) |
| GDP - per capita (PPP): | $4,000 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
| Gross national saving: | 9.6% of GDP (2014 est.) |
| Gross national saving: | 11.1% of GDP (2013 est.) |
| Gross national saving: | 9.4% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 78.5% |
| GDP - composition, by end use: | government consumption: 6.7% |
| GDP - composition, by end use: | investment in fixed capital: 19.1% |
| GDP - composition, by end use: | investment in inventories: -0.8% |
| GDP - composition, by end use: | exports of goods and services: 9.1% |
| GDP - composition, by end use: | imports of goods and services: -12.6% |
| GDP - composition, by end use: | (2014 est.) |
| GDP - composition, by sector of origin: | agriculture: 29.2% |
| GDP - composition, by sector of origin: | industry: 20.4% |
| GDP - composition, by sector of origin: | services: 50.4% (2014 est.) |
| Agriculture - products: | cotton, groundnuts (peanuts), sorghum, millet, wheat, gum arabic, sugarcane, cassava (manioc, tapioca), mangoes, papaya, bananas, sweet potatoes, sesame seeds; sheep and other livestock |
| Industries: | oil, cotton ginning, textiles, cement, edible oils, sugar, soap distilling, shoes, petroleum refining, pharmaceuticals, armaments, automobile/light truck assembly |
| Industrial production growth rate: | 6.7% (2014 est.) |
| Labor force: | 11.92 million (2007 est.) |
| Labor force - by occupation: | agriculture: 80% |
| Labor force - by occupation: | industry: 7% |
| Labor force - by occupation: | services: 13% (1998 est.) |
| Unemployment rate: | 13.6% (2014 est.) |
| Unemployment rate: | 14.8% (2013 est.) |
| Population below poverty line: | 46.5% (2009 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.7% |
| Household income or consumption by percentage share: | highest 10%: 26.7% (2009 est.) |
| Budget: | revenues: $6.548 billion |
| Budget: | expenditures: $9 billion (2014 est.) |
| Taxes and other revenues: | 8.8% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -3.3% of GDP (2014 est.) |
| Public debt: | 73.4% of GDP (2014 est.) |
| Public debt: | 78.7% of GDP (2013 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 36.9% (2014 est.) |
| Inflation rate (consumer prices): | 36.5% (2013 est.) |
| Stock of narrow money: | $8.024 billion (31 December 2014 est.) |
| Stock of narrow money: | $7.06 billion (31 December 2013 est.) |
| Stock of broad money: | $13 billion (31 December 2014 est.) |
| Stock of broad money: | $11.66 billion (31 December 2013 est.) |
| Stock of domestic credit: | $14.83 billion (31 December 2014 est.) |
| Stock of domestic credit: | $13.3 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | -$5.739 billion (2014 est.) |
| Current account balance: | -$5.909 billion (2013 est.) |
| Exports: | $4.35 billion (2014 est.) |
| Exports: | $4.79 billion (2013 est.) |
| Exports - commodities: | gold; oil and petroleum products; cotton, sesame, livestock, peanuts, gum arabic, sugar |
| Exports - partners: | Macau 30.2%, UAE 30.2%, Saudi Arabia 14.6%, Egypt 4.9% (2014) |
| Imports: | $8.106 billion (2014 est.) |
| Imports: | $8.728 billion (2013 est.) |
| Imports - commodities: | foodstuffs, manufactured goods, refinery and transport equipment, medicines, chemicals, textiles, wheat |
| Imports - partners: | Macau 20.1%, UAE 10.2%, India 8%, Malaysia 7.4%, Egypt 5.3%, Saudi Arabia 4.5% (2014) |
| Reserves of foreign exchange and gold: | $172.4 million (31 December 2015 est.) |
| Reserves of foreign exchange and gold: | $181.5 million (31 December 2014 est.) |
| Debt - external: | $48.17 billion (31 December 2014 est.) |
