| Economy | Mongolia |
| --- | --- |
| Economy - overview: | Mongolia's extensive mineral deposits and attendant growth in mining-sector activities have transformed Mongolia's economy, which traditionally has been dependent on herding and agriculture. Mongolia's copper, gold, coal, molybdenum, fluorspar, uranium, tin, and tungsten deposits, among others, have attracted foreign direct investment. Soviet assistance, at its height one-third of GDP, disappeared almost overnight in 1990 and 1991 at the time of the dismantlement of the USSR. The following decade saw Mongolia endure both deep recession, because of political inaction and natural disasters, as well as economic growth, because of reform-embracing, free-market economics and extensive privatization of the formerly state-run economy. The country opened a fledgling stock exchange in 1991. Mongolia joined the World Trade Organization in 1997 and seeks to expand its participation in regional economic and trade regimes. Growth averaged nearly 9% per year in 2004-08 largely because of high copper prices globally and new gold production. By late 2008, Mongolia was hit hard by the global financial crisis. Slower global economic growth hurt the country's exports, notably copper, and slashed government revenues. As a result, Mongolia's real economy contracted 1.3% in 2009. In early 2009, the International Monetary Fund reached a $236 million Stand-by Arrangement with Mongolia and the country has largely emerged from the crisis with better regulations and closer supervision. The banking sector strengthened but weaknesses remain. In October 2009, Mongolia passed long-awaited legislation on an investment agreement to develop the Oyu Tolgoi mine, considered to be among the world's largest untapped copper deposits. Recent calls by nationalist politicians to renegotiate the investment agreement, however, have called into question the attractiveness of Mongolia as a destination for foreign direct investment. Negotiations to develop the massive Tavan Tolgoi coal field face similar obstacles. The economy grew by 6.4% in 2010, 17.5% in 2011, and by more than 12.3% in 2012, largely on the strength of commodity exports to nearby countries and high government spending domestically. Mongolia's economy, however, faces near-term economic risks from the government's loose fiscal policies, which are contributing to high inflation, and uncertainties in foreign demand for Mongolian exports. Trade with China represents more than half of Mongolia's total external trade - China receives more than 90% of Mongolia's exports. Mongolia purchases 95% of its petroleum products and a substantial amount of electric power from Russia, leaving it vulnerable to price increases. Due to severe winter weather in 2009-10, Mongolia lost 22% of its total livestock, and meat prices doubled. Inflation remained higher than 10% for much of 2010-12, due in part to higher food and fuel prices. The economic slowdown in China during 2011-2012 resulted in fewer Mongolian exports, a widened trade gap, and decreased government revenues, putting pressure on Mongolian fiscal policy. Remittances from Mongolians working abroad, particularly in South Korea, are significant. |
| GDP (purchasing power parity): | $15.03 billion (2012 est.) |
| GDP (purchasing power parity): | $13.38 billion (2011 est.) |
| GDP (purchasing power parity): | $11.39 billion (2010 est.) |
| GDP (purchasing power parity): | note: data are in 2012 US dollars |
| GDP (official exchange rate): | $10.12 billion (2012 est.) |
| GDP - real growth rate: | 12.3% (2012 est.) |
| GDP - real growth rate: | 17.5% (2011 est.) |
| GDP - real growth rate: | 6.4% (2010 est.) |
| GDP - per capita (PPP): | $5,300 (2012 est.) |
| GDP - per capita (PPP): | $4,800 (2011 est.) |
| GDP - per capita (PPP): | $4,100 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| GDP - composition, by end use: | household consumption: 53.2% |
| GDP - composition, by end use: | government consumption: 14.1% |
| GDP - composition, by end use: | investment in fixed capital: 51.7% |
| GDP - composition, by end use: | investment in inventories: 7% |
| GDP - composition, by end use: | exports of goods and services: 50.9% |
| GDP - composition, by end use: | imports of goods and services: -76.9% |
| GDP - composition, by end use: | (2012 est.) |
| GDP - composition, by sector of origin: | agriculture: 17.1% |
| GDP - composition, by sector of origin: | industry: 32.9% |
| GDP - composition, by sector of origin: | services: 50% (2012 est.) |
| Agriculture - products: | wheat, barley, vegetables, forage crops; sheep, goats, cattle, camels, horses |
