| Economy | MONGOLIA |
| --- | --- |
| Economy - overview: | Mongolia's extensive mineral deposits and attendant growth in mining-sector activities have transformed Mongolia's economy, which traditionally has been dependent on herding and agriculture. Mongolia's copper, gold, coal, molybdenum, fluorspar, uranium, tin, and tungsten deposits, among others, have attracted foreign direct investment (FDI). Soviet assistance, at its height one-third of GDP, disappeared almost overnight in 1990 and 1991 at the time of the dismantlement of the USSR. The following decade saw Mongolia endure both deep recession because of political inaction and natural disasters, as well as strong economic growth because of market reforms and extensive privatization of the formerly state-run economy. The country opened a fledgling stock exchange in 1991. Mongolia joined the World Trade Organization in 1997 and seeks to expand its participation in regional economic and trade regimes. Growth averaged nearly 9% per year in 2004-08 largely because of high copper prices globally and new gold production. By late 2008, Mongolia was hit hard by the global financial crisis. Slower global economic growth hurt the country's exports, notably copper, and slashed government revenues. As a result, Mongolia's real economy contracted 1.3% in 2009. In early 2009, the International Monetary Fund reached a $236 million Stand-by Arrangement with Mongolia and the country emerged from the crisis with a stronger banking sector and needed reforms to the government&rsquo;s fiscal management.  In October 2009, Mongolia passed long-awaited legislation on an investment agreement to develop the Oyu Tolgoi (OT) mine, considered to be among the world's largest untapped copper-gold deposits. However, Mongolia's ongoing dispute with foreign investors developing Oyu Tolgoi has called into question the attractiveness of Mongolia as a destination for foreign investment. This caused a loss of investor confidence, a severe drop in FDI, and a slowing economy, leading to the dismissal of Prime Minister ALTANKHUYAG in November.  The new government has made restoring investor trust and reviving the economy its top priority, but it will be challenged to unwind the monetary and fiscal stimulus programs in use since 2013 to counteract the fall in foreign investment. In December 2014 the government awarded a deal to develop the massive Tavan Tolgoi (TT) coal field to a consortium comprising Energy Resources/MCS (Mongolia), Shenhua (China), and Sumitomo (Japan); talks continue to hammer out the financing and the operating details. The economy grew  more than 10% per year since 2010, largely on the strength of commodity exports to nearby countries and high government spending domestically, before slowing to 7.8% in 2014. Mongolia's economy faces near-term economic risks from the government's loose fiscal and monetary policies, which are contributing to high inflation, and from uncertainties in foreign demand for Mongolian exports. Trade with China represents nearly 62% of Mongolia's total external trade - China receives some 90% of Mongolia's exports and supplies Mongolia with more than one-third of its imports. Mongolia has relied on Russia for energy supplies, leaving it vulnerable to price increases; in 2014, Mongolia purchased nearly 90% of its gasoline and diesel fuel from Russia. A drop in FDI has put pressure on Mongolia's external finances. Remittances from Mongolians working abroad, particularly in South Korea, are significant. |
| GDP (purchasing power parity): | $34.76 billion (2014 est.) |
| GDP (purchasing power parity): | $32.24 billion (2013 est.) |
| GDP (purchasing power parity): | $28.88 billion (2012 est.) |
| GDP (purchasing power parity): | note: data are in 2014 US dollars |
| GDP (official exchange rate): | $11.98 billion (2014 est.) |
| GDP - real growth rate: | 7.8% (2014 est.) |
| GDP - real growth rate: | 11.6% (2013 est.) |
| GDP - real growth rate: | 12.3% (2012 est.) |
| GDP - per capita (PPP): | $11,900 (2014 est.) |
| GDP - per capita (PPP): | $11,000 (2013 est.) |
| GDP - per capita (PPP): | $9,900 (2012 est.) |
| GDP - per capita (PPP): | note: data are in 2014 US dollars |
| Gross national saving: | 24.3% of GDP (2014 est.) |
| Gross national saving: | 26.6% of GDP (2013 est.) |
| Gross national saving: | 27.7% of GDP (2012 est.) |
| GDP - composition, by end use: | household consumption: 54.4% |
| GDP - composition, by end use: | government consumption: 12% |
| GDP - composition, by end use: | investment in fixed capital: 46.1% |
| GDP - composition, by end use: | investment in inventories: 10.3% |
| GDP - composition, by end use: | exports of goods and services: 43.7% |
| GDP - composition, by end use: | imports of goods and services: -66.5% |
| GDP - composition, by end use: | (2013 est.) |
| GDP - composition, by sector of origin: | agriculture: 12.2% |
| GDP - composition, by sector of origin: | industry: 35% |
| GDP - composition, by sector of origin: | services: 52.8% (2014 est.) |
| Agriculture - products: | wheat, barley, vegetables, forage crops; sheep, goats, cattle, camels, horses |
| Industries: | construction and construction materials; mining (coal, copper, molybdenum, fluorspar, tin, tungsten, gold); oil; food and beverages; processing of animal products, cashmere and natural fiber manufacturing |
| Industrial production growth rate: | 16.1% (2014 est.) |
| Labor force: | 1.128 million (2014 est.) |
| Labor force - by occupation: | agriculture: 28.6% |
| Labor force - by occupation: | industry: 21% |
| Labor force - by occupation: | services: 50.4% (2014) |
| Unemployment rate: | 7.7% (2014 est.) |
| Unemployment rate: | 7.8% (2013 est.) |
| Population below poverty line: | 29.8% (2011 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3% |
| Household income or consumption by percentage share: | highest 10%: 28.4% (2008) |
| Distribution of family income - Gini index: | 36.5 (2008) |
| Distribution of family income - Gini index: | 32.8 (2002) |
| Budget: | revenues: $3.524 billion |
| Budget: | expenditures: $3.735 billion (2014 est.) |
| Taxes and other revenues: | 30.1% of GDP (2014 est.) |
| Budget surplus (+) or deficit (-): | -1.8% of GDP (2014 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 12.9% (2014 est.) |
| Inflation rate (consumer prices): | 11.9% (2013 est.) |
| Central bank discount rate: | 13% (15 January 2015) |
| Central bank discount rate: | 12% (31 July 2014) |
| Commercial bank prime lending rate: | 18.2% (31 December 2014 est.) |
| Commercial bank prime lending rate: | 17.4% (31 December 2013 est.) |
| Stock of narrow money: | $1.184 billion (31 December 2014 est.) |
| Stock of narrow money: | $1.259 billion (31 December 2013 est.) |
| Stock of broad money: | $6.178 billion (31 December 2014 est.) |
| Stock of broad money: | $5.72 billion (31 December 2013 est.) |
| Stock of domestic credit: | $7.958 billion (31 December 2014 est.) |
| Stock of domestic credit: | $6.751 billion (31 December 2013 est.) |
| Market value of publicly traded shares: | $1.293 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $1.579 billion (31 December 2011) |
| Market value of publicly traded shares: | $1.093 billion (31 December 2010 est.) |
| Current account balance: | -$985 million (2014 est.) |
| Current account balance: | -$3.192 billion (2013 est.) |
| Exports: | $5.775 billion (2014 est.) |
| Exports: | $4.273 billion (2013 est.) |
| Exports - commodities: | copper, apparel, livestock, animal products, cashmere, wool, hides, fluorspar, other nonferrous metals, coal, crude oil |
| Exports - partners: | China 95.3% (2014) |
| Imports: | $5.237 billion (2014 est.) |
| Imports: | $6.355 billion (2013 est.) |
| Imports - commodities: | machinery and equipment, fuel, cars, food products, industrial consumer goods, chemicals, building materials, cigarettes and tobacco, appliances, soap and detergent |
| Imports - partners: | China 41.5%, Russia 27.4%, South Korea 6.5%, Japan 6.1% (2014) |
| Debt - external: | $5.352 billion (31 December 2014 est.) |
| Debt - external: | $5.371 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $15.74 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $13.46 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $1.241 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $1.191 billion (31 December 2012 est.) |
| Exchange rates: | togrog/tugriks (MNT) per US dollar - |
| Exchange rates: | 1,817.4 (2014 est.) |
| Exchange rates: | 1,523.9 (2013 est.) |
| Exchange rates: | 1,357.6 (2012 est.) |
| Exchange rates: | 1,265.5 (2011 est.) |
