| Economy | EUROPEAN UNION |
| --- | --- |
| Economy - overview: | Internally, the 28 EU member states have adopted the framework of a single market with free movement of goods, services and capital. Internationally, the EU aims to bolster Europe's trade position and its political and economic weight. |
| Economy - overview: | Despite great differences in per capita income among member states (from $13,000 to $82,000) and in national attitudes toward issues like inflation, debt, and foreign trade, the EU has achieved a high degree of coordination of monetary and fiscal policies. A common currency – the euro – circulates among 19 of the member states, under the auspices of the European Economic and Monetary Union (EMU). Eleven member states introduced the euro as their common currency on 1 January 1999 (Greece did so two years later). Since 2004, 13 states acceded to the EU. Of the 13, Slovenia (2007), Cyprus and Malta (2008), Slovakia (2009), Estonia (2011), Latvia (2014), and Lithuania (2015) have adopted the euro; 7 other member states - not including the UK nor Denmark, which have formal opt-outs - are required by EU treaties to adopt the common currency upon meeting fiscal and monetary convergence criteria. |
| Economy - overview: | The EU economy is slowly recovering from the 2008-09 global economic crisis and the ensuing sovereign debt crisis in the euro zone in 2011. The bloc posted moderate GDP growth in 2014 and 2015, but the recovery has been uneven. Some EU member states (Czech Republic, Ireland and Spain) have recorded strong growth while others (Finland, Greece) are struggling to shake off recession. The recovery has been buoyed by lower commodities prices and accommodative monetary policy, which has lowered interest rates and the euro’s foreign exchange value. Despite EU/IMF rescue programs in Greece, Ireland, Portugal, Spain and Cyprus, significant drags on growth remain, including high public and private debt loads, low domestic demand that discourages investment, aging populations, onerous regulations, and high unemployment. These factors - in combination with low oil prices - have subdued inflation in the euro zone despite the European Central Bank’s (ECB) efforts to spur more lending and investment through its asset-buying program and negative interest rates. The ECB in December 2015 stated it would widen its asset-buying program and extend it until March 2017 to fend off deflation and improve borrowing conditions in the euro zone. |
| Economy - overview: | Beyond the risk of deflation, the EU economy is vulnerable to a slowdown of global trade that would shrink the EU’s ample external trade surplus. Another round of financial market turmoil because of disagreements between bailed-out Greece and its euro-zone creditor could also be detrimental to a stronger EU recovery if it hurts consumer and investor confidence. To bolster economic growth and create jobs, EU leaders have moved forward with plans to use $28 (€21) billion in public money as seed capital to attract private investors to fund $421 [€315] billion in infrastructure projects from 2015 to 2017, focusing on energy, broadband, transport, education, and research and innovation. They also are forging ahead on creating a capital markets union to ease the burdens of cross-border investment in the bloc. Externally, the EU continues to negotiate an ambitious and comprehensive free trade agreement with the US, the goal of which is to expand already large trade and investment flows. |
| GDP (purchasing power parity): | $19.18 trillion (2015 est.) |
| GDP (purchasing power parity): | $18.64 trillion (2014 est.) |
| GDP (purchasing power parity): | $18.08 trillion (2013 est.) |
| GDP (purchasing power parity): | note: data are in 2015 US dollars |
| GDP (official exchange rate): | $16.27 trillion (2015 est.) |
| GDP - real growth rate: | 1.9% (2015 est.) |
| GDP - real growth rate: | 1.4% (2014 est.) |
| GDP - real growth rate: | 0.2% (2013 est.) |
| GDP - per capita (PPP): | $37,800 (2015 est.) |
| GDP - per capita (PPP): | $36,900 (2014 est.) |
| GDP - per capita (PPP): | $35,900 (2013 est.) |
| GDP - per capita (PPP): | note: data are in 2015 US dollars |
| Gross national saving: | 21.4% of GDP (2015 est.) |
| Gross national saving: | 21.1% of GDP (2014 est.) |
| Gross national saving: | 21% of GDP (2013 est.) |
| GDP - composition, by end use: | household consumption: 58.2% |
| GDP - composition, by end use: | government consumption: 21.6% |
| GDP - composition, by end use: | investment in fixed capital: 17.3% |
| GDP - composition, by end use: | investment in inventories: 0.1% |
| GDP - composition, by end use: | exports of goods and services: 44.9% |
| GDP - composition, by end use: | imports of goods and services: -42.1% (2013 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.6% |
| GDP - composition, by sector of origin: | industry: 24.6% |
| GDP - composition, by sector of origin: | services: 70.6% (2015 est.) |
| Agriculture - products: | wheat, barley, oilseeds, sugar beets, wine, grapes; dairy products, cattle, sheep, pigs, poultry; fish |
| Industries: | among the world's largest and most technologically advanced regions, the EU industrial base includes: ferrous and non-ferrous metal production and processing, metal products, petroleum, coal, cement, chemicals, pharmaceuticals, aerospace, rail transportation equipment, passenger and commercial vehicles, construction equipment, industrial equipment, shipbuilding, electrical power equipment, machine tools and automated manufacturing systems, electronics and telecommunications equipment, fishing, food and beverages, furniture, paper, textiles |
| Industrial production growth rate: | 2.9% (2015 est.) |
| Labor force: | 232.2 million (2015 est.) |
| Labor force - by occupation: | agriculture: 5% |
| Labor force - by occupation: | industry: 21.9% |
| Labor force - by occupation: | services: 73.1% (2014 est.) |
| Unemployment rate: | 9.5% (2015 est.) |
| Unemployment rate: | 9.8% (2014) |
| Population below poverty line: | 9.8% note - see individual country entries of member states |
| Household income or consumption by percentage share: | lowest 10%: 2.8% |
