| Economy | Iran |
| --- | --- |
| Economy - overview: | Iran's economy is marked by statist policies and an inefficient state sector, which create major distortions throughout the system, and reliance on oil, which provides the majority of government revenues. Price controls, subsidies, and other rigidities weigh down the economy, undermining the potential for private-sector-led growth. Private sector activity is typically limited to small-scale workshops, farming, and services. Significant informal market activity flourishes and corruption is widespread. Tehran since the early 1990s has recognized the need to reduce these inefficiencies, and in December 2010 the legislature passed President Mahmud AHMADI-NEJAD's Targeted Subsidies Law (TSL) to reduce state subsidies on food and energy. This was the most extensive economic reform since the government implemented gasoline rationing in 2007. Over a five-year period the bill will phase out subsidies that previously cost Tehran $60-$100 billion annually and mostly benefited Iran's upper and middle classes. Cash payouts of $45 per person to more than 90% of Iranian households mitigated initial widespread resistance to the TSL program, though popular acceptance remains vulnerable to rising inflation. A rise in world oil prices in 2011 increased Iran's oil export revenue by roughly $28 billion over 2010, easing some of the financial impact of international sanctions. However, expansionary fiscal and monetary policies, government mismanagement, the sanctions, and a depreciating currency are fueling inflation, and GDP growth remains stagnant. Iran also continues to suffer from double-digit unemployment and underemployment. Underemployment among Iran's educated youth has convinced many to seek jobs overseas, resulting in a significant "brain drain." |
| GDP (purchasing power parity): | $997.4 billion (2012 est.) |
| GDP (purchasing power parity): | $1.007 trillion (2011 est.) |
| GDP (purchasing power parity): | $986.8 billion (2010 est.) |
| GDP (purchasing power parity): | note: data in US dollars |
| GDP (official exchange rate): | $483.8 billion (2012 est.) |
| GDP - real growth rate: | -0.9% (2012 est.) |
| GDP - real growth rate: | 2% (2011 est.) |
| GDP - real growth rate: | 5.9% (2010 est.) |
| GDP - per capita (PPP): | $13,100 (2012 est.) |
| GDP - per capita (PPP): | $13,400 (2011 est.) |
| GDP - per capita (PPP): | $13,300 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| GDP - composition by sector: | agriculture: 11% |
| GDP - composition by sector: | industry: 38.4% |
| GDP - composition by sector: | services: 50.6% (2012 est.) |
| Labor force: | 27.05 million |
| Labor force: | note: shortage of skilled labor (2012 est.) |
| Labor force - by occupation: | agriculture: 25% |
| Labor force - by occupation: | industry: 31% |
| Labor force - by occupation: | services: 45% (June 2007) |
| Unemployment rate: | 15.5% (2012 est.) |
| Unemployment rate: | 15.3% (2011 est.) |
| Unemployment rate: | note: data are according to the Iranian Government |
| Population below poverty line: | 18.7% (2007 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.6% |
