| Economy | Burundi |
| --- | --- |
| Economy - overview: | Burundi is a landlocked, resource-poor country with an underdeveloped manufacturing sector. Agriculture accounts for over 40% of GDP and employs more than 90% of the population. Burundi's primary exports are coffee and tea, which account for more than half of foreign exchange earnings, but these earnings are subject to fluctuations in weather and international coffee and tea prices, Burundi is heavily dependent on aid from bilateral and multilateral donors, as well as foreign exchange earnings from participation in the African Union Mission to Somalia (AMISOM). Foreign aid represented 48% of Burundi's national income in 2015, one of the highest percentages in Sub-Saharan Africa, but this figure decreased to 33.5% in 2016 due to political turmoil surrounding President NKURUNZIZAâ€™s bid for a third term. Burundi joined the East African Community (EAC) in 2009. |
| Economy - overview: | Burundi faces several underlying weaknesses â€“ low governmental capacity, corruption, a high poverty rate, poor educational levels, a weak legal system, a poor transportation network, and overburdened utilities â€“ that have prevented the implementation of planned economic reforms. The purchasing power of most Burundians has decreased as wage increases have not kept pace with inflation, which reached approximately 18% in 2017. |
| Economy - overview: | Real GDP growth dropped precipitously following political events in 2015 and has yet to recover to pre-conflict levels. Continued resistance by donors and the international community will restrict Burundiâ€™s economic growth as the country deals with a large current account deficit. |
| GDP (purchasing power parity): | $8.007 billion (2017 est.) |
| GDP (purchasing power parity): | $8.007 billion (2016 est.) |
| GDP (purchasing power parity): | $8.091 billion (2015 est.) |
| GDP (purchasing power parity): | note: data are in 2017 dollars |
| GDP (official exchange rate): | $3.396 billion (2017 est.) (2017 est.) |
| GDP - real growth rate: | 0% (2017 est.) |
| GDP - real growth rate: | -1% (2016 est.) |
| GDP - real growth rate: | -4% (2015 est.) |
| GDP - per capita (PPP): | $700 (2017 est.) |
| GDP - per capita (PPP): | $800 (2016 est.) |
| GDP - per capita (PPP): | $800 (2015 est.) |
| GDP - per capita (PPP): | note: data are in 2017 dollars |
| Gross national saving: | -5.3% of GDP (2017 est.) |
| Gross national saving: | -4.1% of GDP (2016 est.) |
| Gross national saving: | -6.7% of GDP (2015 est.) |
