| Economy | Burundi |
| --- | --- |
| Economy - overview: | Burundi is a landlocked, resource-poor country with an underdeveloped manufacturing sector. The economy is predominantly agricultural; agriculture accounts for just over 30% of GDP and employs more than 90% of the population. Burundi's primary exports are coffee and tea, which account for 90% of foreign exchange earnings, though exports are a relatively small share of GDP. Burundi's export earnings - and its ability to pay for imports - rests primarily on weather conditions and international coffee and tea prices. An ethnic-based war that lasted for over a decade resulted in more than 200,000 deaths, forced more than 48,000 refugees into Tanzania, and displaced 140,000 others internally. Only one in two children go to school, and approximately one in 15 adults has HIV/AIDS. Food, medicine, and electricity remain in short supply. Less than 2% of the population has electricity in its homes. Burundi's GDP grew around 4% annually in 2006-13. Political stability and the end of the civil war have improved aid flows and economic activity has increased, but underlying weaknesses - a high poverty rate, poor education rates, a weak legal system, a poor transportation network, overburdened utilities, and low administrative capacity - risk undermining planned economic reforms. The purchasing power of most Burundians has decreased as wage increases have not kept up with inflation. Burundi will remain heavily dependent on aid from bilateral and multilateral donors - foreign aid represents 42% of Burundi's national income, the second highest rate in Sub-Saharan Africa. Burundi joined the East African Community in 2009. Government corruption is hindering the development of a healthy private sector as companies seek to navigate an environment with ever changing rules. |
| GDP (purchasing power parity): | $5.75 billion (2013 est.) |
| GDP (purchasing power parity): | $5.504 billion (2012 est.) |
| GDP (purchasing power parity): | $5.291 billion (2011 est.) |
| GDP (purchasing power parity): | note: data are in 2013 US dollars |
| GDP (official exchange rate): | $2.676 billion (2013 est.) |
| GDP - real growth rate: | 4.5% (2013 est.) |
| GDP - real growth rate: | 4% (2012 est.) |
| GDP - real growth rate: | 4.2% (2011 est.) |
| GDP - per capita (PPP): | $600 (2013 est.) |
| GDP - per capita (PPP): | $600 (2012 est.) |
| GDP - per capita (PPP): | $600 (2011 est.) |
| GDP - per capita (PPP): | note: data are in 2013 US dollars |
| Gross national saving: | -0.9% of GDP (2013 est.) |
| Gross national saving: | -0.8% of GDP (2012 est.) |
| Gross national saving: | 6.3% of GDP (2011 est.) |
| GDP - composition, by end use: | household consumption: 88.8% |
| GDP - composition, by end use: | government consumption: 22.4% |
| GDP - composition, by end use: | investment in fixed capital: 22.1% |
| GDP - composition, by end use: | investment in inventories: -4.6% |
| GDP - composition, by end use: | exports of goods and services: 7.2% |
| GDP - composition, by end use: | imports of goods and services: -35.9% |
| GDP - composition, by end use: | (2013 est.) |
| GDP - composition, by sector of origin: | agriculture: 34.4% |
| GDP - composition, by sector of origin: | industry: 18.4% |
| GDP - composition, by sector of origin: | services: 47.2% (2013 est.) |
| Agriculture - products: | coffee, cotton, tea, corn, sorghum, sweet potatoes, bananas, cassava (manioc, tapioca); beef, milk, hides |
| Industries: | light consumer goods (blankets, shoes, soap, beer); assembly of imported components; public works construction; food processing |
| Industrial production growth rate: | 4.5% (2013 est.) |
| Labor force: | 4.245 million (2007) |
| Labor force - by occupation: | agriculture: 93.6% |
| Labor force - by occupation: | industry: 2.3% |
| Labor force - by occupation: | services: 4.1% (2002 est.) |
| Unemployment rate: | NA% |
| Population below poverty line: | 68% (2002 est.) |
| Household income or consumption by percentage share: | lowest 10%: 4.1% |
| Household income or consumption by percentage share: | highest 10%: 28% (2006) |
| Distribution of family income - Gini index: | 42.4 (1998) |
| Budget: | revenues: $766.9 million |
| Budget: | expenditures: $855.8 million (2013 est.) |
| Taxes and other revenues: | 28.7% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -3.3% of GDP (2013 est.) |
| Public debt: | 47.6% of GDP (2013 est.) |
| Public debt: | 50.3% of GDP (2012 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 9.3% (2013 est.) |
| Inflation rate (consumer prices): | 18% (2012 est.) |
| Central bank discount rate: | 11.25% (31 December 2010 est.) |
| Central bank discount rate: | 10% (31 December 2009 est.) |
| Commercial bank prime lending rate: | 13.7% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 14.32% (31 December 2012 est.) |
| Stock of narrow money: | $339.4 million (31 December 2013 est.) |
| Stock of narrow money: | $332.5 million (31 December 2012 est.) |
| Stock of broad money: | $471.1 million (31 December 2013 est.) |
| Stock of broad money: | $458.3 million (31 December 2012 est.) |
| Stock of domestic credit: | $597.2 million (31 December 2013 est.) |
| Stock of domestic credit: | $572.2 million (31 December 2012 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | -$492.5 million (2013 est.) |
| Current account balance: | -$432.1 million (2012 est.) |
| Exports: | $122.8 million (2013 est.) |
| Exports: | $134.7 million (2012 est.) |
| Exports - commodities: | coffee, tea, sugar, cotton, hides |
| Exports - partners: | Switzerland 23.9%, UK 12.9%, Belgium 7.4%, Pakistan 7.4%, Democratic Republic of the Congo 7.4%, Uganda 5.6%, Germany 5.2%, China 4.9%, Egypt 4.7% (2012) |
| Imports: | $867.2 million (2013 est.) |
| Imports: | $886.2 million (2012 est.) |
| Imports - commodities: | capital goods, petroleum products, foodstuffs |
| Imports - partners: | Saudi Arabia 11.3%, Belgium 10.1%, China 9.1%, India 7.9%, Tanzania 6.5%, Kenya 6%, Uganda 5.7%, Zambia 4.6%, US 4.1% (2012) |
| Reserves of foreign exchange and gold: | $314.6 million (31 December 2013 est.) |
