| Economy | Russia |
| --- | --- |
| Economy - overview: | Russia has undergone significant changes since the collapse of the Soviet Union, moving from a globally-isolated, centrally-planned economy to a more market-based and globally-integrated economy. Economic reforms in the 1990s privatized most industry, with notable exceptions in the energy and defense-related sectors. The protection of property rights is still weak and the private sector remains subject to heavy state interference. In 2011, Russia became the world's leading oil producer, surpassing Saudi Arabia; Russia is the second-largest producer of natural gas; Russia holds the world's largest natural gas reserves, the second-largest coal reserves, and the eighth-largest crude oil reserves. Russia is also a top exporter of metals such as steel and primary aluminum. Russia's reliance on commodity exports makes it vulnerable to boom and bust cycles that follow the volatile swings in global prices. The government since 2007 has embarked on an ambitious program to reduce this dependency and build up the country's high technology sectors, but with few visible results so far. The economy had averaged 7% growth in the decade following the 1998 Russian financial crisis, resulting in a doubling of real disposable incomes and the emergence of a middle class. The Russian economy, however, was one of the hardest hit by the 2008-09 global economic crisis as oil prices plummeted and the foreign credits that Russian banks and firms relied on dried up. According to the World Bank the government's anti-crisis package in 2008-09 amounted to roughly 6.7% of GDP. The economic decline bottomed out in mid-2009 and the economy began to grow again in the third quarter of 2009. High oil prices buoyed Russian growth in 2011-12 and helped Russia reduce the budget deficit inherited from 2008-09. Russia has reduced unemployment to a record low and has lowered inflation below double digit rates. Russia joined the World Trade Organization in 2012, which will reduce trade barriers in Russia for foreign goods and services and help open foreign markets to Russian goods and services. At the same time, Russia has sought to cement economic ties with countries in the former Soviet space through a Customs Union with Belarus and Kazakhstan, and, in the next several years, through the creation of a new Russia-led economic bloc called the Eurasian Economic Union. Russia has had difficulty attracting foreign direct investment and has experienced large capital outflows in the past several years, leading to official programs to improve Russia's international rankings for its investment climate. Russia's adoption of a new oil-price-based fiscal rule in 2012 and a more flexible exchange rate policy have improved its ability to deal with external shocks, including volatile oil prices. Russia's long-term challenges also include a shrinking workforce, rampant corruption, and underinvestment in infrastructure. |
| GDP (purchasing power parity): | $2.486 trillion (2012 est.) |
| GDP (purchasing power parity): | $2.404 trillion (2011 est.) |
| GDP (purchasing power parity): | $2.305 trillion (2010 est.) |
| GDP (purchasing power parity): | note: data are in 2012 US dollars |
| GDP (official exchange rate): | $2.002 trillion (2012 est.) |
| GDP - real growth rate: | 3.4% (2012 est.) |
| GDP - real growth rate: | 4.3% (2011 est.) |
| GDP - real growth rate: | 4.5% (2010 est.) |
| GDP - per capita (PPP): | $17,500 (2012 est.) |
| GDP - per capita (PPP): | $16,900 (2011 est.) |
| GDP - per capita (PPP): | $16,100 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| Gross national saving: | 29.5% of GDP (2012 est.) |
| Gross national saving: | 30.6% of GDP (2011 est.) |
| Gross national saving: | 27% of GDP (2010 est.) |
| GDP - composition, by end use: | household consumption: 49.2% |
| GDP - composition, by end use: | government consumption: 18.6% |
| GDP - composition, by end use: | investment in fixed capital: 22% |
| GDP - composition, by end use: | investment in inventories: 2.6% |
| GDP - composition, by end use: | exports of goods and services: 29.7% |
| GDP - composition, by end use: | imports of goods and services: -22.1% |
| GDP - composition, by end use: | (2012 est.) |
| GDP - composition, by sector of origin: | agriculture: 4.2% |
| GDP - composition, by sector of origin: | industry: 37.5% |
| GDP - composition, by sector of origin: | services: 58.4% (2012 est.) |
| Agriculture - products: | grain, sugar beets, sunflower seed, vegetables, fruits; beef, milk |
| Industries: | complete range of mining and extractive industries producing coal, oil, gas, chemicals, and metals; all forms of machine building from rolling mills to high-performance aircraft and space vehicles; defense industries including radar, missile production, and advanced electronic components, shipbuilding; road and rail transportation equipment; communications equipment; agricultural machinery, tractors, and construction equipment; electric power generating and transmitting equipment; medical and scientific instruments; consumer durables, textiles, foodstuffs, handicrafts |
| Industrial production growth rate: | 3.1% (2012 est.) |
| Labor force: | 75.68 million (2012 est.) |
| Labor force - by occupation: | agriculture: 7.9% |
| Labor force - by occupation: | industry: 27.4% |
| Labor force - by occupation: | services: 64.7% (2011) |
| Unemployment rate: | 5.5% (2012 est.) |
| Unemployment rate: | 6.6% (2011 est.) |
| Population below poverty line: | 12.7% (2011) |
| Household income or consumption by percentage share: | lowest 10%: 5.7% |
| Household income or consumption by percentage share: | highest 10%: 42.4% (2011 est.) |
| Distribution of family income - Gini index: | 41.7 (2011) |
| Distribution of family income - Gini index: | 39.9 (2001) |
| Budget: | revenues: $416.8 billion |
| Budget: | expenditures: $418 billion (2012 est.) |
| Taxes and other revenues: | 20.8% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -0.1% of GDP (2012 est.) |
