| Economy | Belarus |
| --- | --- |
| Economy - overview: | As part of the former Soviet Union, Belarus had a relatively well-developed industrial base; it retained this industrial base - which is now outdated, energy inefficient, and dependent on subsidized Russian energy and preferential access to Russian markets - following the breakup of the USSR. The country also has a broad agricultural base which is inefficient and dependent on government subsidies. After an initial burst of capitalist reform from 1991-94, including privatization of state enterprises, creation of institutions of private property, and development of entrepreneurship, Belarus' economic development greatly slowed. About 80% of all industry remains in state hands, and foreign investment has been hindered by a climate hostile to business. A few banks, which had been privatized after independence, were renationalized. State banks account for 75% of the banking sector. Economic output, which had declined for several years following the collapse of the Soviet Union, revived in the mid-2000s thanks to the boom in oil prices. Belarus has only small reserves of crude oil, though it imports most of its crude oil and natural gas from Russia at prices substantially below the world market. Belarus exported refined oil products at market prices produced from Russian crude oil purchased at a steep discount. In late 2006, Russia began a process of rolling back its subsidies on oil and gas to Belarus. Tensions over Russian energy reached a peak in 2010, when Russia stopped the export of all subsidized oil to Belarus save for domestic needs. In December 2010, Russia and Belarus reached a deal to restart the export of discounted oil to Belarus. Little new foreign investment has occurred in recent years. In 2011, a financial crisis began, triggered by government directed salary hikes unsupported by commensurate productivity increases. The crisis was compounded by an increased cost in Russian energy inputs and an overvalued Belarusian ruble, and eventually led to a near three-fold devaluation of the Belarusian ruble in 2011. In November 2011, Belarus agreed to sell to Russia its remaining shares in Beltransgaz, the Belarusian natural gas pipeline operator, in exchange for reduced prices for Russian natural gas. Receiving more than half of a $3 billion loan from the Russian-dominated Eurasian Economic Community (EurAsEC) Bail-out Fund, a $1 billion loan from the Russian state-owned bank Sberbank, and the $2.5 billion sale of Beltranzgas to Russian state-owned Gazprom helped stabilize the situation in 2012; nevertheless, the Belarusian currency lost more than 60% of its value, as the rate of inflation reached new highs in 2011 and 2012, before calming in 2013. As of January 2014, the final tranche of the EurAsEC loan has been delayed, but in December 2013 Russia announced a new loan for Belarus of up to $2 billion for 2014. Notwithstanding foreign assistance, the Belarusian economy continues to struggle under the weight of high external debt servicing payments, a growing trade deficit, stagnant economic growth, and low foreign reserves. |
| GDP (purchasing power parity): | $150.4 billion (2013 est.) |
| GDP (purchasing power parity): | $147.3 billion (2012 est.) |
| GDP (purchasing power parity): | $145 billion (2011 est.) |
| GDP (purchasing power parity): | note: data are in 2013 US dollars |
| GDP (official exchange rate): | $69.24 billion (2013 est.) |
| GDP - real growth rate: | 2.1% (2013 est.) |
| GDP - real growth rate: | 1.5% (2012 est.) |
| GDP - real growth rate: | 5.5% (2011 est.) |
| GDP - per capita (PPP): | $16,100 (2013 est.) |
