| Economy | Spain |
| --- | --- |
| Economy - overview: | After almost 15 years of above average GDP growth, the Spanish economy began to slow in late 2007 and entered into a recession in the second quarter of 2008. GDP contracted by 3.7% in 2009, ending a 16-year growth trend, and by another 0.3% in 2010, before expanding moderately in 2011, making Spain the last major economy to emerge from the global recession. The economy, however, has once again fallen into recession as deleveraging in the private sector, fiscal consolidation, and continued high unemployment weigh on domestic demand and investment, even though exports have shown signs of resiliency. The unemployment rate rose from a low of about 8% in 2007 to roughly 25% in 2012. The economic downturn has also hurt Spain's public finances. The government budget deficit peaked at 11.2% of GDP in 2010 and the process to reduce this imbalance has been slow despite Madrid's efforts to raise new tax revenue and cut spending. Spain reduced its budget deficit to 9.4% of GDP in 2011, and roughly 6.7% of GDP in 2012, above the 6.3% target negotiated between Spain and the EU. Although Spain's large budget deficit and poor economic growth prospects remain a source of concern for foreign investors, the government's ongoing efforts to cut spending and introduce flexibility into the labor markets are intended to assuage these concerns. The government is also taking steps to shore up the banking system, namely by using up to $130 billion in EU funds to recapitalize struggling banks exposed to the collapsed domestic construction and real estate sectors. |
| GDP (purchasing power parity): | $1.407 trillion (2012 est.) |
| GDP (purchasing power parity): | $1.429 trillion (2011 est.) |
| GDP (purchasing power parity): | $1.423 trillion (2010 est.) |
| GDP (purchasing power parity): | note: data are in 2012 US dollars |
| GDP (official exchange rate): | $1.34 trillion (2012 est.) |
| GDP - real growth rate: | -1.5% (2012 est.) |
| GDP - real growth rate: | 0.4% (2011 est.) |
| GDP - real growth rate: | -0.3% (2010 est.) |
| GDP - per capita (PPP): | $30,400 (2012 est.) |
| GDP - per capita (PPP): | $31,000 (2011 est.) |
| GDP - per capita (PPP): | $30,900 (2010 est.) |
| GDP - per capita (PPP): | note: data are in 2012 US dollars |
| GDP - composition by sector: | agriculture: 3.3% |
| GDP - composition by sector: | industry: 24.2% |
| GDP - composition by sector: | services: 72.6% (2012 est.) |
| Labor force: | 23.14 million (2012 est.) |
| Labor force - by occupation: | agriculture: 4.2% |
| Labor force - by occupation: | industry: 24% |
| Labor force - by occupation: | services: 71.7% (2009 est.) |
| Unemployment rate: | 24.9% (2012 est.) |
| Unemployment rate: | 21.7% (2011 est.) |
| Population below poverty line: | 19.8% (2005) |
| Household income or consumption by percentage share: | lowest 10%: 2.6% |
| Household income or consumption by percentage share: | highest 10%: 26.6% (2000) |
| Distribution of family income - Gini index: | 32 (2005) |
| Distribution of family income - Gini index: | 32.5 (1990) |
| Investment (gross fixed): | 20.6% of GDP (2012 est.) |
| Budget: | revenues: $485.1 billion |
| Budget: | expenditures: $584.3 billion (2012 est.) |
| Taxes and other revenues: | 36.2% of GDP (2012 est.) |
| Budget surplus (+) or deficit (-): | -7.4% of GDP (2012 est.) |
| Public debt: | 83.2% of GDP (2012 est.) |
| Public debt: | 68.5% of GDP (2011 est.) |
| Inflation rate (consumer prices): | 2.5% (2012 est.) |
| Inflation rate (consumer prices): | 3.1% (2011 est.) |
| Central bank discount rate: | 1.5% (31 December 2012) |
| Central bank discount rate: | 1.75% (31 December 2010) |
| Central bank discount rate: | note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area |
| Commercial bank prime lending rate: | 7.3% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 8.09% (31 December 2011 est.) |
| Stock of narrow money: | $775.2 billion (31 December 2012 est.) |
| Stock of narrow money: | $778.1 billion (31 December 2011 est.) |
| Stock of narrow money: | note: see entry for the European Union for money supply in the euro area; the European Central Bank (ECB) controls monetary policy for the 17 members of the Economic and Monetary Union (EMU); individual members of the EMU do not control the quantity of money circulating within their own borders |
| Stock of broad money: | $1.969 trillion (31 December 2012 est.) |
| Stock of broad money: | $2.211 trillion (31 December 2011 est.) |
| Stock of domestic credit: | $2.849 trillion (31 December 2012 est.) |
| Stock of domestic credit: | $3.152 trillion (31 December 2011 est.) |
| Market value of publicly traded shares: | $1.031 trillion (31 December 2011) |
| Market value of publicly traded shares: | $1.172 trillion (31 December 2010) |
| Market value of publicly traded shares: | $1.297 trillion (31 December 2009) |
