| Economy | Ireland |
| --- | --- |
| Economy - overview: | Ireland is a small, modern, trade-dependent economy. Ireland was among the initial group of 12 EU nations that began circulating the euro on 1 January 2002. GDP growth averaged 6% in 1995-2007, but economic activity has dropped sharply since the onset of the world financial crisis. Ireland entered into a recession in 2008 for the first time in more than a decade, with the subsequent collapse of its domestic property market and construction industry. Property prices rose more rapidly in Ireland in the decade up to 2007 than in any other developed economy. Since their 2007 peak, average house prices have fallen 47%. In the wake of the collapse of the construction sector and the downturn in consumer spending and business investment, the export sector, dominated by foreign multinationals, has become an even more important component of Ireland's economy. Agriculture, once the most important sector, is now dwarfed by industry and services. In 2008 the former COWEN government moved to guarantee all bank deposits, recapitalize the banking system, and establish partly-public venture capital funds in response to the country's economic downturn. In 2009, in continued efforts to stabilize the banking sector, the Irish Government established the National Asset Management Agency (NAMA) to acquire problem commercial property and development loans from Irish banks. Faced with sharply reduced revenues and a burgeoning budget deficit, the Irish Government introduced the first in a series of draconian budgets in 2009. In addition to across-the-board cuts in spending, the 2009 budget included wage reductions for all public servants. These measures were not sufficient to stabilize Ireland’s public finances. In 2010, the budget deficit reached 32.4% of GDP - the world's largest deficit, as a percentage of GDP - because of additional government support for the country’s deeply troubled banking sector. In late 2010, the former COWEN government agreed to a $92 billion loan package from the EU and IMF to help Dublin recapitalize Ireland’s fragile banking sector and avoid defaulting on its sovereign debt. Since entering office in March 2011, the new KENNY government has intensified austerity measures to try to meet the deficit targets under Ireland's EU-IMF program. Ireland has grown slowly since 2011, but managed to reduce the budget deficit to 7.2% of GDP in 2013. In late 2013, Ireland formally exited its EU-IMF bailout program, benefiting from its strict adherence to deficit-reduction targets and success in refinancing a large amount of banking-related debt. |
| GDP (purchasing power parity): | $190.4 billion (2013 est.) |
| GDP (purchasing power parity): | $189.3 billion (2012 est.) |
| GDP (purchasing power parity): | $189 billion (2011 est.) |
| GDP (purchasing power parity): | note: data are in 2013 US dollars |
| GDP (official exchange rate): | $220.9 billion (2013 est.) |
| GDP - real growth rate: | 0.6% (2013 est.) |
| GDP - real growth rate: | 0.2% (2012 est.) |
| GDP - real growth rate: | 2.2% (2011 est.) |
| GDP - per capita (PPP): | $41,300 (2013 est.) |
| GDP - per capita (PPP): | $41,300 (2012 est.) |
| GDP - per capita (PPP): | $41,300 (2011 est.) |
| GDP - per capita (PPP): | note: data are in 2013 US dollars |
| Gross national saving: | 13.4% of GDP (2013 est.) |
| Gross national saving: | 15.3% of GDP (2012 est.) |
| Gross national saving: | 12.5% of GDP (2011 est.) |
| GDP - composition, by end use: | household consumption: 50.2% |
| GDP - composition, by end use: | government consumption: 14.8% |
| GDP - composition, by end use: | investment in fixed capital: 10% |
| GDP - composition, by end use: | investment in inventories: 0% |
| GDP - composition, by end use: | exports of goods and services: 106.8% |
| GDP - composition, by end use: | imports of goods and services: -81.9% |
| GDP - composition, by end use: | (2013 est.) |
| GDP - composition, by sector of origin: | agriculture: 1.6% |
| GDP - composition, by sector of origin: | industry: 28% |
| GDP - composition, by sector of origin: | services: 70.4% (2013 est.) |
| Agriculture - products: | barley, potatoes, wheat; beef, dairy products |
| Industries: | pharmaceuticals, chemicals, computer hardware and software, food products, beverages and brewing; medical devices |
| Industrial production growth rate: | 0.2% (2013 est.) |
| Labor force: | 2.161 million (2013 est.) |
| Labor force - by occupation: | agriculture: 5% |
| Labor force - by occupation: | industry: 19% |
| Labor force - by occupation: | services: 76% (2011 est.) |
| Unemployment rate: | 13.5% (2013 est.) |
| Unemployment rate: | 14.7% (2012 est.) |
| Population below poverty line: | 5.5% (2009) |
| Household income or consumption by percentage share: | lowest 10%: 2.9% |
| Household income or consumption by percentage share: | highest 10%: 27.2% (2000) |
| Distribution of family income - Gini index: | 33.9 (2010) |
| Distribution of family income - Gini index: | 35.9 (1987) |
| Budget: | revenues: $75.32 billion |
| Budget: | expenditures: $91.3 billion (2013 est.) |
| Taxes and other revenues: | 34.1% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -7.2% of GDP (2013 est.) |
| Public debt: | 124.2% of GDP (2013 est.) |
| Public debt: | 117.6% of GDP (2012 est.) |
| Public debt: | note: data cover general government debt, and includes debt instruments issued (or owned) by government entities other than the treasury; the data include treasury debt held by foreign entities; the data include debt issued by subnational entities, as well as intra-governmental debt; intra-governmental debt consists of treasury borrowings from surpluses in the social funds, such as for retirement, medical care, and unemployment; debt instruments for the social funds are not sold at public auctions |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 0.6% (2013 est.) |
| Inflation rate (consumer prices): | 1.7% (2012 est.) |
| Central bank discount rate: | 0.75% (31 December 2013) |
| Central bank discount rate: | 1.5% (31 December 2010) |
| Central bank discount rate: | note: this is the European Central Bank's rate on the marginal lending facility, which offers overnight credit to banks in the euro area |
| Commercial bank prime lending rate: | 3.2% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 3.55% (31 December 2012 est.) |
| Stock of narrow money: | $121.3 billion (31 December 2013 est.) |
| Stock of narrow money: | $122.3 billion (31 December 2012 est.) |
| Stock of narrow money: | note: see entry for the European Union for money supply in the euro area; the European Central Bank (ECB) controls monetary policy for the 17 members of the Economic and Monetary Union (EMU); individual members of the EMU do not control the quantity of money circulating within their own borders |
| Stock of broad money: | $238 billion (31 December 2013 est.) |
| Stock of broad money: | $238.7 billion (31 December 2012 est.) |
| Stock of domestic credit: | $425.4 billion (31 December 2013 est.) |
| Stock of domestic credit: | $433.1 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $109 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $108.1 billion (31 December 2011) |
| Market value of publicly traded shares: | $60.45 billion (31 December 2010 est.) |
| Current account balance: | $7.3 billion (2013 est.) |
| Current account balance: | $9.245 billion (2012 est.) |
| Exports: | $113.6 billion (2013 est.) |
| Exports: | $119.3 billion (2012 est.) |
| Exports - commodities: | machinery and equipment, computers, chemicals, medical devices, pharmaceuticals; food products, animal products |
| Exports - partners: | US 17.9%, UK 17.3%, Belgium 15.6%, Germany 8.4%, Switzerland 5.8%, France 5% (2012) |
| Imports: | $61.51 billion (2013 est.) |
| Imports: | $63.63 billion (2012 est.) |
| Imports - commodities: | data processing equipment, other machinery and equipment, chemicals, petroleum and petroleum products, textiles, clothing |
| Imports - partners: | UK 39.8%, US 13.2%, Germany 7.6%, Netherlands 5.7% (2012) |
| Reserves of foreign exchange and gold: | $1.707 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $1.703 billion (31 December 2011 est.) |
| Debt - external: | $2.164 trillion (31 December 2012 est.) |
